,user_transaction_time,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,acceptor_state,cc_acceptor_country,cardholder_presence,card_presence,partial_approval_capable,pin_present,date,is_fraud
407,2018-12-25 00:00:00+00:00,,35.0,,52.79,,,,,,,,,2018-12-25,1
391,2018-12-25 12:30:50+00:00,ECOMMERCE,64.0,MANUAL,220.0,1270.96,NJ,34.0,US,0.0,0.0,0.0,False,2018-12-25,1
406,2018-12-25 00:00:00+00:00,,52.0,,52.79,,,,,,,,,2018-12-25,1
394,2018-12-25 11:12:46+00:00,ECOMMERCE,43.0,MANUAL,220.0,1490.96,NJ,34.0,US,0.0,0.0,0.0,False,2018-12-25,1
660053,2018-12-27 14:45:04+00:00,ECOMMERCE,30.0,MANUAL,39.0,7853.79,AR,5.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261287,2018-12-27 16:02:20+00:00,ECOMMERCE,29.0,MANUAL,9.49,5914.35,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
2224184,2018-12-27 10:05:31+00:00,ECOMMERCE,36.0,MANUAL,496.5,867.31,IL,17.0,US,0.0,0.0,0.0,False,2018-12-27,0
2681870,2018-12-27 18:19:31+00:00,ECOMMERCE,35.0,MANUAL,40.45,1878.86,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
2540803,2018-12-27 20:10:29+00:00,OTHER,30.0,CHIP,5.66,5.1,NJ,34.0,US,1.0,1.0,1.0,False,2018-12-27,0
1261536,2018-12-27 04:29:06+00:00,ECOMMERCE,27.0,MANUAL,27.5,270.85,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261178,2018-12-27 18:35:34+00:00,ECOMMERCE,33.0,MANUAL,30.9,430.26,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
2681846,2018-12-27 18:58:27+00:00,OTHER,29.0,MANUAL,60.87,3990.19,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
660176,2018-12-27 03:47:22+00:00,ECOMMERCE,31.0,MANUAL,35.8,1525.38,AR,5.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261392,2018-12-27 10:29:26+00:00,ECOMMERCE,31.0,MANUAL,35.99,3528.64,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261151,2018-12-27 19:26:09+00:00,OTHER,21.0,CHIP,432.0,963.91,CA,6.0,US,1.0,1.0,1.0,False,2018-12-27,0
134956,2018-12-27 16:00:10+00:00,ECOMMERCE,27.0,MANUAL,1320.0,2.0,MD,24.0,US,0.0,0.0,0.0,False,2018-12-27,0
660195,2018-12-27 01:07:23+00:00,ECOMMERCE,25.0,MANUAL,123.26,2378.31,AR,5.0,US,0.0,0.0,0.0,False,2018-12-27,0
660160,2018-12-27 05:44:21+00:00,ECOMMERCE,35.0,MANUAL,38.0,341.97,AR,5.0,US,0.0,0.0,0.0,False,2018-12-27,0
2681879,2018-12-27 18:09:41+00:00,OTHER,29.0,MANUAL,10.09,2883.29,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
1261163,2018-12-27 19:05:06+00:00,ECOMMERCE,32.0,UNKNOWN,28.0,8227.71,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
134943,2018-12-27 17:18:33+00:00,ECOMMERCE,14.0,MANUAL,51.79,172.25,IN,18.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261495,2018-12-27 05:29:36+00:00,ECOMMERCE,30.0,MANUAL,14.0,2778.46,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
660181,2018-12-27 03:36:55+00:00,ECOMMERCE,47.0,MANUAL,106.63,3419.83,AR,5.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261065,2018-12-27 21:50:07+00:00,ECOMMERCE,33.0,MANUAL,40.0,1820.2,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
2681821,2018-12-27 20:05:43+00:00,OTHER,27.0,CHIP,3.59,323.72,NY,36,US,1.0,1.0,1.0,False,2018-12-27,0
2681867,2018-12-27 18:23:26+00:00,OTHER,30.0,MANUAL,19.19,3713.58,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
1261188,2018-12-27 18:25:20+00:00,ECOMMERCE,32.0,UNKNOWN,15.88,8255.71,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261251,2018-12-27 16:34:23+00:00,OTHER,27.0,CHIP,7.53,30.0,CA,6.0,US,1.0,1.0,0.0,False,2018-12-27,0
3189901,2018-12-27 21:09:03+00:00,ECOMMERCE,10.0,MANUAL,13.16,1129.17,WA,53.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261062,2018-12-27 22:00:57+00:00,ECOMMERCE,26.0,MANUAL,37.65,851.1,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261053,2018-12-27 22:49:07+00:00,ECOMMERCE,10.0,MANUAL,3.23,0.0,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261274,2018-12-27 16:08:08+00:00,ECOMMERCE,27.0,MANUAL,30.99,5950.79,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
2960228,2018-12-27 03:16:34+00:00,OTHER,23.0,CHIP,59.83,11.83,TX,48.0,US,1.0,1.0,1.0,False,2018-12-27,0
1261359,2018-12-27 13:32:04+00:00,ECOMMERCE,22.0,MANUAL,521.88,284.16,CA,6.0,US,0.0,0.0,1.0,False,2018-12-27,0
1261543,2018-12-27 04:15:45+00:00,ECOMMERCE,29.0,MANUAL,30.25,3265.19,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
660149,2018-12-27 06:32:38+00:00,ECOMMERCE,33.0,MANUAL,63.92,1116.62,AR,5.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261166,2018-12-27 18:57:58+00:00,ECOMMERCE,29.0,MANUAL,30.99,5021.7,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261573,2018-12-27 02:36:56+00:00,ECOMMERCE,32.0,MANUAL,23.11,1872.2,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
2960208,2018-12-27 17:25:01+00:00,ECOMMERCE,22.0,UNKNOWN,25.0,34.91,TX,48.0,US,0.0,0.0,0.0,False,2018-12-27,0
405,2018-12-27 00:00:00+00:00,,61.0,,52.79,,,,,,,,,2018-12-27,1
404,2018-12-27 00:00:00+00:00,,76.0,,52.79,,,,,,,,,2018-12-27,1
403,2018-12-27 00:00:00+00:00,,78.0,,52.79,,,,,,,,,2018-12-27,1
402,2018-12-27 00:00:00+00:00,,86.0,,52.79,,,,,,,,,2018-12-27,1
401,2018-12-27 00:00:00+00:00,,64.0,,52.79,,,,,,,,,2018-12-27,1
400,2018-12-27 00:00:00+00:00,,43.0,,52.79,,,,,,,,,2018-12-27,1
399,2018-12-27 00:00:00+00:00,,83.0,,52.79,,,,,,,,,2018-12-27,1
398,2018-12-27 00:00:00+00:00,,83.0,,52.79,,,,,,,,,2018-12-27,1
659975,2018-12-27 23:23:46+00:00,ECOMMERCE,32.0,MANUAL,25.87,9263.97,AR,5.0,US,0.0,0.0,0.0,False,2018-12-27,0
2960229,2018-12-27 03:09:44+00:00,OTHER,25.0,MAGSTRIPE,10.01,49.63,TX,48.0,US,1.0,1.0,1.0,False,2018-12-27,0
134899,2018-12-27 22:28:29+00:00,OTHER,23.0,CHIP,8.07,457.53,CO,8.0,US,1.0,1.0,1.0,False,2018-12-27,0
660142,2018-12-27 07:01:23+00:00,ECOMMERCE,37.0,MANUAL,53.8,737.52,AR,5.0,US,0.0,0.0,0.0,False,2018-12-27,0
660133,2018-12-27 09:16:06+00:00,ECOMMERCE,27.0,MANUAL,69.99,7677.69,AR,5.0,US,0.0,0.0,0.0,False,2018-12-27,0
2357992,2018-12-27 00:50:19+00:00,ECOMMERCE,17.0,MANUAL,53.73,660.87,MA,25.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261106,2018-12-27 20:44:19+00:00,ECOMMERCE,28.0,MANUAL,23.0,7364.32,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261400,2018-12-27 09:38:22+00:00,ECOMMERCE,30.0,MANUAL,37.99,3564.63,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261281,2018-12-27 16:05:57+00:00,ECOMMERCE,32.0,MANUAL,50.65,1241.72,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
2681936,2018-12-27 15:22:43+00:00,OTHER,25.0,MANUAL,7.9,3443.02,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
1261513,2018-12-27 04:56:06+00:00,ECOMMERCE,28.0,MANUAL,13.99,3218.4,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
2540797,2018-12-27 22:54:42+00:00,ECOMMERCE,34.0,MANUAL,38.94,3889.49,NJ,34.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261409,2018-12-27 08:41:53+00:00,ECOMMERCE,4.0,MANUAL,4.98,405.62,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
134944,2018-12-27 16:53:31+00:00,OTHER,22.0,MAGSTRIPE,1.9,0.0,IN,18.0,US,1.0,1.0,0.0,False,2018-12-27,0
134924,2018-12-27 19:16:22+00:00,OTHER,17.0,CHIP,37.59,356.37,MD,24.0,US,1.0,1.0,1.0,False,2018-12-27,0
1261074,2018-12-27 21:26:57+00:00,ECOMMERCE,16.0,MANUAL,25.0,555.82,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261201,2018-12-27 18:02:16+00:00,OTHER,24.0,CHIP,12.0,26.63,CA,6.0,US,0.0,0.0,1.0,False,2018-12-27,0
1261189,2018-12-27 18:23:10+00:00,ECOMMERCE,31.0,MANUAL,31.9,5251.55,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
2681895,2018-12-27 17:34:27+00:00,OTHER,31.0,CHIP,21.7,0.0,NY,36,US,1.0,1.0,1.0,False,2018-12-27,0
3189961,2018-12-27 09:00:54+00:00,ECOMMERCE,16.0,MANUAL,26.99,236.48,WA,53.0,US,0.0,0.0,0.0,False,2018-12-27,0
2608150,2018-12-27 16:42:21+00:00,ECOMMERCE,23.0,MANUAL,50.0,0.0,NV,32.0,US,0.0,0.0,0.0,False,2018-12-27,0
660026,2018-12-27 17:08:01+00:00,ECOMMERCE,47.0,MANUAL,12.07,3660.4,AR,5.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261225,2018-12-27 17:10:24+00:00,ECOMMERCE,31.0,MANUAL,31.5,6637.09,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
1261139,2018-12-27 19:38:23+00:00,ECOMMERCE,32.0,MANUAL,30.99,4846.8,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
2681949,2018-12-27 13:58:58+00:00,ECOMMERCE,12.0,MANUAL,19.04,3849.85,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
1261136,2018-12-27 19:43:23+00:00,ECOMMERCE,25.0,MANUAL,49.69,1089.83,CA,6.0,US,0.0,0.0,0.0,False,2018-12-27,0
653014,2019-01-20 22:01:53+00:00,ECOMMERCE,23.0,MANUAL,112.34,10595.62,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
1252048,2019-01-20 01:30:06+00:00,OTHER,28.0,CHIP,17.08,844.83,CA,6.0,US,1.0,1.0,1.0,False,2019-01-20,0
131863,2019-01-20 18:46:42+00:00,OTHER,22.0,CHIP,10.0,0.0,KY,21.0,US,1.0,1.0,1.0,False,2019-01-20,0
3181270,2019-01-20 19:44:50+00:00,OTHER,22.0,CHIP,33.33,81.72,WA,53.0,US,1.0,1.0,0.0,False,2019-01-20,0
653200,2019-01-20 00:36:12+00:00,ECOMMERCE,31.0,MANUAL,84.99,8459.36,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
653144,2019-01-20 05:11:48+00:00,ECOMMERCE,35.0,MANUAL,35.07,417.8,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
1251939,2019-01-20 14:19:13+00:00,ECOMMERCE,21.0,MANUAL,32.5,7250.69,CA,6.0,US,0.0,0.0,0.0,False,2019-01-20,0
1252056,2019-01-20 00:32:55+00:00,ECOMMERCE,34.0,MANUAL,109.9,973.76,CA,6.0,US,0.0,0.0,0.0,False,2019-01-20,0
2539308,2019-01-20 22:42:57+00:00,ECOMMERCE,29.0,MANUAL,52.31,1395.91,NJ,34.0,US,0.0,0.0,0.0,False,2019-01-20,0
131837,2019-01-20 23:38:55+00:00,OTHER,20.0,CHIP,4.04,0.0,IN,18.0,US,1.0,1.0,1.0,False,2019-01-20,0
2675471,2019-01-20 23:29:24+00:00,ECOMMERCE,8.0,MANUAL,48.41,4.64,NY,36,US,0.0,0.0,0.0,False,2019-01-20,0
3008951,2019-01-20 17:18:15+00:00,ECOMMERCE,5.0,MANUAL,2.0,5828.44,UT,49.0,US,0.0,0.0,0.0,False,2019-01-20,0
2958760,2019-01-20 18:15:34+00:00,OTHER,23.0,CHIP,9.7,0.0,TX,48.0,US,1.0,1.0,1.0,False,2019-01-20,0
131854,2019-01-20 20:43:46+00:00,OTHER,22.0,CHIP,48.52,50.0,MI,26.0,US,1.0,1.0,1.0,False,2019-01-20,0
1251909,2019-01-20 17:17:05+00:00,ECOMMERCE,18.0,MANUAL,53.98,6346.39,CA,6.0,US,0.0,0.0,0.0,False,2019-01-20,0
1252058,2019-01-20 00:04:52+00:00,OTHER,29.0,CHIP,20.0,48.48,CA,6.0,US,1.0,1.0,0.0,False,2019-01-20,0
1706339,2019-01-20 20:48:09+00:00,OTHER,31.0,CHIP,31.22,112.18,FL,12.0,US,1.0,1.0,1.0,False,2019-01-20,0
3008944,2019-01-20 19:46:00+00:00,ECOMMERCE,29.0,MANUAL,163.07,820.06,UT,49.0,US,0.0,0.0,0.0,False,2019-01-20,0
415,2019-01-20 00:00:00+00:00,,74.0,,52.79,,,,,,,,,2019-01-20,1
653164,2019-01-20 02:55:26+00:00,ECOMMERCE,29.0,MANUAL,48.51,13390.24,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
2958778,2019-01-20 04:51:52+00:00,OTHER,25.0,CHIP,3.16,46.64,TX,48.0,US,1.0,1.0,1.0,False,2019-01-20,0
3032288,2019-01-20 19:18:18+00:00,OTHER,21.0,CHIP,21.74,42.85,VA,51.0,US,1.0,1.0,0.0,False,2019-01-20,0
653190,2019-01-20 01:01:02+00:00,ECOMMERCE,16.0,MANUAL,31.92,761.76,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
3181300,2019-01-20 13:33:07+00:00,ECOMMERCE,13.0,MANUAL,30.5,15.79,WA,53.0,US,0.0,0.0,0.0,False,2019-01-20,0
3032291,2019-01-20 18:17:44+00:00,OTHER,30.0,CHIP,182.6,369.4,VA,51.0,US,1.0,1.0,0.0,False,2019-01-20,0
653159,2019-01-20 03:04:11+00:00,ECOMMERCE,28.0,MANUAL,64.34,1714.14,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
2899808,2019-01-20 02:53:17+00:00,OTHER,30.0,CHIP,16.55,194.77,TN,47.0,US,1.0,1.0,0.0,False,2019-01-20,0
1251869,2019-01-20 19:57:40+00:00,ECOMMERCE,27.0,MANUAL,25.83,363.47,CA,6.0,US,0.0,0.0,0.0,False,2019-01-20,0
1251999,2019-01-20 06:08:55+00:00,ECOMMERCE,15.0,MANUAL,32.5,4637.92,CA,6.0,US,0.0,0.0,0.0,False,2019-01-20,0
2539309,2019-01-20 22:36:42+00:00,ECOMMERCE,27.0,MANUAL,44.48,2061.71,NJ,34.0,US,0.0,0.0,0.0,False,2019-01-20,0
3181344,2019-01-20 01:32:19+00:00,ECOMMERCE,21.0,MANUAL,25.49,2383.58,WA,53.0,US,0.0,0.0,0.0,False,2019-01-20,0
222950,2019-01-20 22:27:02+00:00,ECOMMERCE,23.0,MANUAL,1.34,4.02,,,GB,0.0,0.0,0.0,False,2019-01-20,0
2223463,2019-01-20 07:49:36+00:00,ECOMMERCE,14.0,MANUAL,38.95,25.0,IL,17.0,US,0.0,0.0,0.0,False,2019-01-20,0
1252038,2019-01-20 02:18:42+00:00,ECOMMERCE,19.0,MANUAL,10.0,143.99,CA,6.0,US,0.0,0.0,0.0,False,2019-01-20,0
1252016,2019-01-20 05:06:05+00:00,ECOMMERCE,18.0,MANUAL,32.5,5081.49,CA,6.0,US,0.0,0.0,0.0,False,2019-01-20,0
3181338,2019-01-20 01:56:27+00:00,ECOMMERCE,17.0,MANUAL,7.99,2741.99,WA,53.0,US,0.0,0.0,0.0,False,2019-01-20,0
653139,2019-01-20 05:36:28+00:00,ECOMMERCE,27.0,MANUAL,38.25,223.19,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
3181358,2019-01-20 01:00:57+00:00,ECOMMERCE,27.0,MANUAL,25.49,2409.07,WA,53.0,US,0.0,0.0,0.0,False,2019-01-20,0
653145,2019-01-20 05:07:49+00:00,ECOMMERCE,33.0,MANUAL,47.54,540.15,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
2873411,2019-01-20 03:56:42+00:00,OTHER,28.0,CHIP,248.51,420.34,SC,45.0,US,1.0,1.0,0.0,False,2019-01-20,0
131867,2019-01-20 18:03:03+00:00,ECOMMERCE,26.0,MANUAL,36.45,109.35,WY,56.0,US,0.0,0.0,0.0,False,2019-01-20,0
222962,2019-01-20 04:39:52+00:00,OTHER,29.0,MANUAL,561.71,1439.7,,,BS,0.0,0.0,0.0,False,2019-01-20,0
1251935,2019-01-20 14:28:46+00:00,ECOMMERCE,14.0,MANUAL,34.0,127.63,CA,6.0,US,0.0,0.0,0.0,False,2019-01-20,0
131744,2019-01-21 20:39:24+00:00,OTHER,13.0,CHIP,3.82,1033.73,AL,1.0,US,1.0,1.0,1.0,False,2019-01-21,0
2607879,2019-01-21 21:10:02+00:00,OTHER,26.0,CHIP,26.35,31.68,NV,32.0,US,1.0,1.0,1.0,False,2019-01-21,0
652862,2019-01-21 15:53:29+00:00,ECOMMERCE,22.0,MANUAL,25.55,88.94,AR,5,US,0.0,0.0,0.0,False,2019-01-21,0
2750479,2019-01-21 08:54:21+00:00,ECOMMERCE,9.0,MANUAL,50.72,259.49,OH,39.0,US,0.0,0.0,0.0,False,2019-01-21,0
3181210,2019-01-21 09:14:01+00:00,ECOMMERCE,22.0,MANUAL,129.96,2383.08,WA,53.0,US,0.0,0.0,0.0,False,2019-01-21,0
3181221,2019-01-21 08:52:32+00:00,ECOMMERCE,3.0,MANUAL,21.48,1461.85,WA,53.0,US,0.0,0.0,0.0,False,2019-01-21,0
1251810,2019-01-21 02:29:22+00:00,ECOMMERCE,12.0,MANUAL,14.4,915.85,CA,6.0,US,0.0,0.0,0.0,False,2019-01-21,0
3181207,2019-01-21 10:30:48+00:00,ECOMMERCE,18.0,MANUAL,25.49,2434.56,WA,53.0,US,0.0,0.0,0.0,False,2019-01-21,0
1251551,2019-01-21 15:29:21+00:00,ECOMMERCE,29.0,MANUAL,21.33,21.68,CA,6.0,US,0.0,0.0,0.0,False,2019-01-21,0
3314020,2019-01-21 13:19:50+00:00,ECOMMERCE,10.0,MANUAL,225.37,0.0,WI,55.0,US,0.0,0.0,0.0,False,2019-01-21,0
2539293,2019-01-21 02:19:45+00:00,ECOMMERCE,26.0,MANUAL,15.4,0.04,NJ,34.0,US,0.0,0.0,0.0,False,2019-01-21,0
131798,2019-01-21 05:56:53+00:00,ECOMMERCE,8.0,MANUAL,29.99,148.17,MD,24.0,US,0.0,0.0,0.0,False,2019-01-21,0
3181208,2019-01-21 10:10:58+00:00,ECOMMERCE,12.0,MANUAL,9.99,480.48,WA,53.0,US,0.0,0.0,0.0,False,2019-01-21,0
429,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
1251512,2019-01-21 18:27:16+00:00,ECOMMERCE,3.0,MANUAL,43.61,52.78,CA,6.0,US,0.0,0.0,0.0,False,2019-01-21,0
3032267,2019-01-21 19:55:56+00:00,OTHER,31.0,CHIP,27.35,348.85,VA,51.0,US,1.0,1.0,0.0,False,2019-01-21,0
131724,2019-01-21 21:17:37+00:00,OTHER,14.0,CHIP,12.0,2.87,AZ,4.0,US,1.0,1.0,1.0,False,2019-01-21,0
652842,2019-01-21 17:00:36+00:00,ECOMMERCE,17.0,MANUAL,28.63,2263.36,AR,5,US,0.0,0.0,0.0,False,2019-01-21,0
1706281,2019-01-21 18:01:15+00:00,OTHER,19.0,CHIP,97.87,297.02,FL,12.0,US,1.0,1.0,0.0,False,2019-01-21,0
428,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
2357666,2019-01-21 18:01:53+00:00,OTHER,11.0,MANUAL,6.42,250.46,MA,25.0,US,0.0,0.0,0.0,False,2019-01-21,0
430,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
431,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
432,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
433,2019-01-21 00:00:00+00:00,,67.0,,52.79,,,,,,,,,2019-01-21,1
434,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
435,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
1251693,2019-01-21 06:27:41+00:00,ECOMMERCE,18.0,MANUAL,30.99,551.36,CA,6.0,US,0.0,0.0,0.0,False,2019-01-21,0
2223420,2019-01-21 20:57:16+00:00,OTHER,8.0,MANUAL,32.25,2169.19,IL,17.0,US,0.0,0.0,0.0,False,2019-01-21,0
3181180,2019-01-21 19:45:34+00:00,ECOMMERCE,28.0,MANUAL,71.5,83.33,WA,53.0,US,0.0,0.0,0.0,False,2019-01-21,0
2675419,2019-01-21 21:40:09+00:00,OTHER,28.0,CHIP,53.64,286.47,NY,36,US,1.0,1.0,1.0,False,2019-01-21,0
2675415,2019-01-21 22:33:28+00:00,ECOMMERCE,25.0,MANUAL,105.0,0.0,NY,36,US,0.0,0.0,0.0,False,2019-01-21,0
1251734,2019-01-21 05:21:28+00:00,ECOMMERCE,16.0,MANUAL,29.95,1360.69,CA,6.0,US,0.0,0.0,0.0,False,2019-01-21,0
1251664,2019-01-21 07:30:12+00:00,ECOMMERCE,22.0,MANUAL,30.0,3655.28,CA,6.0,US,0.0,0.0,0.0,False,2019-01-21,0
131721,2019-01-21 21:26:09+00:00,OTHER,18.0,CHIP,507.72,3095.45,AZ,4.0,US,1.0,1.0,1.0,False,2019-01-21,0
652892,2019-01-21 09:32:42+00:00,ECOMMERCE,24.0,MANUAL,49.99,4748.15,AR,5,US,0.0,0.0,0.0,False,2019-01-21,0
652853,2019-01-21 16:17:50+00:00,ECOMMERCE,21.0,MANUAL,53.98,1257.68,AR,5,US,0.0,0.0,0.0,False,2019-01-21,0
652822,2019-01-21 20:35:25+00:00,ECOMMERCE,25.0,MANUAL,51.91,769.91,AR,5,US,0.0,0.0,0.0,False,2019-01-21,0
1706244,2019-01-21 23:34:43+00:00,OTHER,29.0,MAGSTRIPE,7.56,5.13,FL,12.0,US,1.0,1.0,1.0,False,2019-01-21,0
