,user_transaction_time,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,acceptor_state,cc_acceptor_country,cardholder_presence,card_presence,partial_approval_capable,pin_present,date,is_fraud
488866,2019-05-28 09:02:25+00:00,ECOMMERCE,15.0,MANUAL,28.43,3864.8,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
1115359,2019-05-28 16:16:57+00:00,OTHER,18.0,CHIP,106.67,2121.11,CA,6,US,1.0,1.0,1.0,False,2019-05-28,0
71011,2019-05-28 21:31:33+00:00,ECOMMERCE,9.0,MANUAL,234.74,0.0,MI,26.0,US,0.0,0.0,0.0,False,2019-05-28,0
488598,2019-05-28 17:13:47+00:00,ECOMMERCE,25.0,MANUAL,28.1,2394.44,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
71112,2019-05-28 13:10:19+00:00,OTHER,11.0,CHIP,33.23,67.9,MD,24.0,US,1.0,1.0,1.0,False,2019-05-28,0
71142,2019-05-28 01:46:30+00:00,OTHER,28.0,CHIP,23.7,83.13,OR,41.0,US,1.0,1.0,0.0,False,2019-05-28,0
1587751,2019-05-28 13:28:15+00:00,ECOMMERCE,5.0,MANUAL,25.9,918.42,FL,12,US,0.0,0.0,0.0,False,2019-05-28,0
2513160,2019-05-28 17:48:47+00:00,ECOMMERCE,19.0,MANUAL,27.92,3971.13,NJ,34.0,US,0.0,0.0,0.0,False,2019-05-28,0
2513179,2019-05-28 04:18:50+00:00,ECOMMERCE,11.0,MANUAL,43.19,2532.31,NJ,34.0,US,0.0,0.0,0.0,False,2019-05-28,0
488567,2019-05-28 19:28:10+00:00,ECOMMERCE,6.0,MANUAL,78.14,1988.56,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
488633,2019-05-28 16:14:49+00:00,ECOMMERCE,17.0,MANUAL,37.63,6794.05,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
71101,2019-05-28 14:15:36+00:00,OTHER,5.0,CHIP,80.87,0.0,KY,21.0,US,1.0,1.0,1.0,False,2019-05-28,0
488603,2019-05-28 17:06:46+00:00,ECOMMERCE,15.0,MANUAL,35.82,533.8,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
2655295,2019-05-28 15:56:05+00:00,ECOMMERCE,2.0,MANUAL,13.28,5577.84,NY,36,US,0.0,0.0,0.0,False,2019-05-28,0
71012,2019-05-28 21:29:16+00:00,ECOMMERCE,1.0,MANUAL,113.06,128.65,MI,26.0,US,0.0,0.0,0.0,False,2019-05-28,0
1115477,2019-05-28 10:24:07+00:00,ECOMMERCE,1.0,MANUAL,22.85,1122.27,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
3110229,2019-05-28 17:39:38+00:00,ECOMMERCE,24.0,MANUAL,28.77,70.4,WA,53,US,0.0,0.0,0.0,False,2019-05-28,0
1115375,2019-05-28 15:05:30+00:00,ECOMMERCE,3.0,UNKNOWN,35.04,1232.21,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
1115183,2019-05-28 23:25:35+00:00,ECOMMERCE,6.0,UNKNOWN,12.91,417.51,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
488908,2019-05-28 08:16:33+00:00,ECOMMERCE,20.0,MANUAL,36.95,5445.4,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
2999155,2019-05-28 23:54:49+00:00,ECOMMERCE,13.0,MANUAL,18.35,3095.06,UT,49.0,US,0.0,0.0,0.0,False,2019-05-28,0
71000,2019-05-28 23:00:30+00:00,OTHER,3.0,CHIP,24.56,0.0,NH,33.0,US,1.0,1.0,1.0,False,2019-05-28,0
489129,2019-05-28 00:51:25+00:00,ECOMMERCE,22.0,MANUAL,23.77,3625.19,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
71003,2019-05-28 21:59:22+00:00,OTHER,13.0,CHIP,52.78,523.83,ON,67.0,CA,1.0,1.0,1.0,False,2019-05-28,0
1972372,2019-05-28 03:02:16+00:00,ECOMMERCE,30.0,MANUAL,46.52,6080.29,GA,13.0,US,0.0,0.0,0.0,False,2019-05-28,0
489032,2019-05-28 06:18:09+00:00,ECOMMERCE,29.0,MANUAL,25.67,3828.77,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
3110302,2019-05-28 00:34:37+00:00,ECOMMERCE,14.0,MANUAL,17.3,0.0,WA,53,US,0.0,0.0,0.0,False,2019-05-28,0
488606,2019-05-28 17:01:36+00:00,ECOMMERCE,28.0,MANUAL,37.63,6362.43,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
488746,2019-05-28 12:33:59+00:00,ECOMMERCE,33.0,MANUAL,23.03,2278.71,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
71070,2019-05-28 16:59:43+00:00,OTHER,16.0,MAGSTRIPE,50.42,8.03,MD,24.0,US,1.0,1.0,1.0,False,2019-05-28,0
3110250,2019-05-28 09:45:34+00:00,ECOMMERCE,30.0,MANUAL,13.68,2830.12,WA,53,US,0.0,0.0,0.0,False,2019-05-28,0
1115390,2019-05-28 13:51:54+00:00,ECOMMERCE,4.0,MANUAL,175.9,9.78,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
1587688,2019-05-28 21:33:40+00:00,OTHER,33.0,MANUAL,23.34,1586.62,FL,12,US,0.0,1.0,1.0,False,2019-05-28,0
488647,2019-05-28 15:26:09+00:00,ECOMMERCE,23.0,MANUAL,64.88,14959.89,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
2513142,2019-05-28 22:35:42+00:00,ECOMMERCE,26.0,MANUAL,42.49,2573.24,NJ,34.0,US,0.0,0.0,0.0,False,2019-05-28,0
1115403,2019-05-28 13:16:43+00:00,OTHER,1.0,MANUAL,3.62,194.54,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
1115553,2019-05-28 02:34:28+00:00,ECOMMERCE,2.0,MANUAL,19.99,2088.16,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
488993,2019-05-28 07:02:09+00:00,ECOMMERCE,19.0,MANUAL,21.83,12189.7,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
488654,2019-05-28 15:09:08+00:00,ECOMMERCE,20.0,MANUAL,30.56,3811.19,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
488920,2019-05-28 08:07:59+00:00,ECOMMERCE,21.0,MANUAL,33.56,1399.43,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
2727097,2019-05-28 23:53:51+00:00,ECOMMERCE,3.0,MANUAL,30.0,0.0,OH,39.0,US,0.0,0.0,0.0,False,2019-05-28,0
1115472,2019-05-28 10:27:52+00:00,ECOMMERCE,5.0,MANUAL,6.05,398.52,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
3110208,2019-05-28 19:38:14+00:00,ECOMMERCE,2.0,MANUAL,22.32,292.43,WA,53,US,0.0,0.0,0.0,False,2019-05-28,0
488829,2019-05-28 09:43:57+00:00,ECOMMERCE,27.0,MANUAL,79.99,14382.11,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
71071,2019-05-28 16:49:37+00:00,OTHER,5.0,CHIP,54.91,194.33,OR,41.0,US,1.0,1.0,1.0,False,2019-05-28,0
1115181,2019-05-28 23:33:08+00:00,OTHER,8.0,CHIP,6.86,270.92,CA,6,US,1.0,1.0,1.0,False,2019-05-28,0
488593,2019-05-28 17:24:03+00:00,ECOMMERCE,36.0,MANUAL,55.3,2505.2,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
71150,2019-05-28 00:15:48+00:00,OTHER,9.0,CHIP,33.24,117.01,MO,29.0,US,1.0,1.0,0.0,False,2019-05-28,0
2936702,2019-05-28 01:19:03+00:00,OTHER,23.0,MAGSTRIPE,13.24,0.0,TX,48.0,US,1.0,1.0,0.0,False,2019-05-28,0
71129,2019-05-28 09:55:47+00:00,OTHER,17.0,MANUAL,255.52,0.0,MI,26.0,US,0.0,0.0,0.0,False,2019-05-28,0
1115571,2019-05-28 01:02:29+00:00,ECOMMERCE,3.0,MANUAL,98.14,100.0,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
1115409,2019-05-28 12:45:57+00:00,ECOMMERCE,1.0,MANUAL,12.7,1439.5,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
1115299,2019-05-28 18:34:31+00:00,OTHER,22.0,CHIP,527.84,0.0,CA,6,US,1.0,1.0,1.0,False,2019-05-28,0
2810569,2019-05-28 21:40:37+00:00,ECOMMERCE,14.0,MANUAL,10.59,2806.11,PA,42.0,US,0.0,0.0,0.0,False,2019-05-28,0
385,2019-05-28 18:36:12+00:00,OTHER,32.0,MANUAL,201.6,248.3,FL,12.0,US,0.0,1.0,1.0,False,2019-05-28,1
1115351,2019-05-28 16:44:40+00:00,ECOMMERCE,9.0,MANUAL,29.77,50.05,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
1115523,2019-05-28 04:32:35+00:00,ECOMMERCE,1.0,MANUAL,109.99,1437.64,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
2999204,2019-05-28 03:10:17+00:00,ECOMMERCE,16.0,MANUAL,18.04,2700.0,UT,49.0,US,0.0,0.0,0.0,False,2019-05-28,0
2936666,2019-05-28 18:39:38+00:00,OTHER,18.0,CHIP,3.97,67.39,TX,48.0,US,1.0,1.0,0.0,False,2019-05-28,0
71021,2019-05-28 20:20:26+00:00,OTHER,15.0,CHIP,19.36,58.11,MO,29.0,US,1.0,1.0,1.0,False,2019-05-28,0
1115328,2019-05-28 17:57:12+00:00,ECOMMERCE,20.0,MANUAL,20.46,1675.31,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
1115520,2019-05-28 04:34:51+00:00,ECOMMERCE,2.0,MANUAL,39.62,1555.33,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
1115446,2019-05-28 11:05:32+00:00,ECOMMERCE,1.0,MANUAL,4.78,1178.39,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
2936671,2019-05-28 17:20:46+00:00,OTHER,8.0,CHIP,13.07,631.34,TX,48.0,US,1.0,1.0,1.0,False,2019-05-28,0
489067,2019-05-28 04:03:43+00:00,ECOMMERCE,11.0,MANUAL,14.19,276.5,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
488577,2019-05-28 18:17:17+00:00,ECOMMERCE,6.0,MANUAL,43.79,687.83,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
488531,2019-05-28 22:36:06+00:00,ECOMMERCE,10.0,MANUAL,38.22,349.34,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
488526,2019-05-28 22:53:53+00:00,ECOMMERCE,14.0,MANUAL,41.09,6200.45,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
489016,2019-05-28 06:33:22+00:00,ECOMMERCE,20.0,MANUAL,17.32,202.13,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
1972348,2019-05-28 22:42:18+00:00,ECOMMERCE,11.0,MANUAL,3.51,2335.79,GA,13.0,US,0.0,0.0,1.0,False,2019-05-28,0
1972370,2019-05-28 03:12:14+00:00,ECOMMERCE,21.0,MANUAL,191.8,2976.65,GA,13.0,US,0.0,0.0,0.0,False,2019-05-28,0
71047,2019-05-28 18:26:48+00:00,OTHER,7.0,CHIP,78.95,359.14,OR,41.0,US,1.0,1.0,1.0,False,2019-05-28,0
1587713,2019-05-28 18:13:14+00:00,ECOMMERCE,5.0,MANUAL,1966.9,987.15,FL,12,US,0.0,0.0,0.0,False,2019-05-28,0
1587706,2019-05-28 18:42:05+00:00,OTHER,30.0,CHIP,21.49,450.03,FL,12,US,1.0,1.0,1.0,False,2019-05-28,0
1587690,2019-05-28 21:05:56+00:00,OTHER,26.0,CHIP,88.44,157.61,FL,12,US,1.0,1.0,1.0,False,2019-05-28,0
1586872,2019-06-06 14:43:46+00:00,ECOMMERCE,3.0,UNKNOWN,73.94,2863.04,FL,12,US,0.0,0.0,0.0,False,2019-06-06,0
1111382,2019-06-06 12:26:20+00:00,ECOMMERCE,14.0,MANUAL,83.85,2436.18,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
2445164,2019-06-06 18:26:45+00:00,OTHER,6.0,CHIP,11.01,0.0,NC,37.0,US,1.0,1.0,1.0,False,2019-06-06,0
2333546,2019-06-06 10:06:11+00:00,ECOMMERCE,31.0,MANUAL,40.99,909.86,MA,25.0,US,0.0,0.0,0.0,False,2019-06-06,0
3109382,2019-06-06 13:01:17+00:00,ECOMMERCE,8.0,MANUAL,14.03,81.63,WA,53,US,0.0,0.0,0.0,False,2019-06-06,0
1111077,2019-06-06 22:26:57+00:00,ECOMMERCE,2.0,MANUAL,2.18,3340.15,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
1972006,2019-06-06 11:35:13+00:00,OTHER,9.0,CHIP,49.46,265.21,GA,13.0,US,1.0,1.0,0.0,False,2019-06-06,0
383,2019-06-06 13:59:48+00:00,ECOMMERCE,89.0,MANUAL,48.8,1955.31,,,IT,0.0,0.0,0.0,False,2019-06-06,1
2654817,2019-06-06 16:09:13+00:00,OTHER,3.0,MANUAL,49.45,618.87,NY,36,US,0.0,0.0,0.0,False,2019-06-06,0
1111750,2019-06-06 01:46:00+00:00,ECOMMERCE,1.0,MANUAL,10.75,1231.41,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
3109340,2019-06-06 22:23:20+00:00,OTHER,8.0,CHIP,45.39,9.23,WA,53,US,1.0,1.0,1.0,False,2019-06-06,0
483376,2019-06-06 21:01:41+00:00,ECOMMERCE,1.0,MANUAL,15.61,369.39,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
483406,2019-06-06 18:21:46+00:00,ECOMMERCE,16.0,MANUAL,35.88,3479.52,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
1111410,2019-06-06 11:49:22+00:00,ECOMMERCE,2.0,MANUAL,3.44,3983.73,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
483594,2019-06-06 12:44:59+00:00,ECOMMERCE,15.0,MANUAL,34.91,956.84,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
1971989,2019-06-06 20:21:55+00:00,OTHER,17.0,CHIP,10.0,14.9,GA,13.0,US,1.0,1.0,1.0,False,2019-06-06,0
69826,2019-06-06 20:36:07+00:00,OTHER,5.0,UNKNOWN,4.55,182.54,RI,44.0,US,0.0,0.0,0.0,False,2019-06-06,0
1111095,2019-06-06 21:51:09+00:00,ECOMMERCE,1.0,MANUAL,10.28,909.96,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
3109339,2019-06-06 22:26:11+00:00,ECOMMERCE,7.0,MANUAL,38.99,531.17,WA,53,US,0.0,0.0,0.0,False,2019-06-06,0
69863,2019-06-06 19:47:04+00:00,OTHER,10.0,UNKNOWN,3.49,300.41,RI,44.0,US,0.0,0.0,0.0,False,2019-06-06,0
69919,2019-06-06 15:18:10+00:00,ECOMMERCE,7.0,MANUAL,215.96,184.02,MI,26.0,US,0.0,0.0,0.0,False,2019-06-06,0
