,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,cc_acceptor_country,cardholder_presence,card_presence,partial_approval_capable,pin_present,date,is_fraud,hour,month,dayofweek,year
217,2,24.0,4,97.47,435.78,47,24,0,0,0,0,2019-06-25,0,18,6,1,2019
218,2,1.0,4,181.67,861.71,7,24,0,0,0,0,2019-06-25,0,14,6,1,2019
219,2,10.0,1,5.08,1272.79,40,24,1,1,1,0,2019-06-25,0,3,6,1,2019
220,0,20.0,4,17.46,5207.47,4,24,0,0,0,0,2019-06-25,0,21,6,1,2019
221,2,17.0,1,3.49,12.74,33,24,1,1,0,0,2019-06-25,0,21,6,1,2019
222,0,3.0,4,22.51,4389.61,12,24,0,0,0,0,2019-06-25,0,17,6,1,2019
223,2,18.0,1,27.17,193.96,7,24,1,1,1,0,2019-06-25,0,22,6,1,2019
224,0,2.0,5,94.9,126.28,12,24,0,0,0,0,2019-06-25,0,16,6,1,2019
225,0,18.0,4,5.98,6738.27,52,24,0,0,0,0,2019-06-25,0,23,6,1,2019
226,2,27.0,1,36.27,194.86,17,24,1,1,1,0,2019-06-25,0,15,6,1,2019
227,0,17.0,4,15.97,3560.35,4,24,0,0,0,0,2019-06-25,0,20,6,1,2019
228,0,34.0,4,35.99,3469.57,4,24,0,0,0,0,2019-06-25,0,8,6,1,2019
229,2,13.0,1,24.02,69.05,19,24,1,1,1,0,2019-06-25,0,22,6,1,2019
230,2,3.0,1,9.63,0.0,4,24,1,1,1,0,2019-06-25,0,20,6,1,2019
231,0,13.0,4,294.34,427.52,22,24,0,0,0,0,2019-06-25,0,18,6,1,2019
232,2,1.0,4,26.6,4429.26,41,24,0,0,0,0,2019-06-25,0,21,6,1,2019
233,0,21.0,4,24.99,1595.67,13,24,0,0,1,0,2019-06-25,0,4,6,1,2019
234,0,29.0,4,11.99,4418.55,7,24,0,0,0,0,2019-06-25,0,15,6,1,2019
235,2,10.0,1,19.98,107.3,5,24,1,1,1,0,2019-06-25,0,14,6,1,2019
236,0,2.0,5,12.77,1733.78,12,24,0,0,0,0,2019-06-25,0,14,6,1,2019
237,2,34.0,1,8.81,158.31,35,24,1,1,1,0,2019-06-25,0,1,6,1,2019
238,0,2.0,4,22.85,3858.82,4,24,0,0,0,0,2019-06-25,0,15,6,1,2019
239,0,26.0,4,13.04,4545.45,7,24,0,0,0,0,2019-06-25,0,15,6,1,2019
240,0,2.0,4,45.0,79.97,36,24,0,0,0,0,2019-06-25,0,15,6,1,2019
241,0,11.0,4,20.47,4252.09,4,24,0,0,0,0,2019-06-25,0,0,6,1,2019
242,0,5.0,4,23.82,3069.61,7,24,0,0,0,0,2019-06-25,0,15,6,1,2019
243,0,10.0,4,25.32,132.34,4,24,0,0,0,0,2019-06-25,0,8,6,1,2019
244,2,6.0,1,19.97,80.9,40,24,1,1,1,0,2019-06-25,0,17,6,1,2019
245,2,23.0,1,30.21,251.02,47,24,1,1,1,0,2019-06-28,0,4,6,4,2019
246,0,30.0,4,11.2,1550.81,17,24,0,0,0,0,2019-06-28,0,11,6,4,2019
247,0,2.0,5,2000.0,5144.58,24,24,0,0,0,0,2019-06-28,0,14,6,4,2019
248,2,5.0,4,64.48,0.0,36,24,1,1,0,0,2019-06-28,0,12,6,4,2019
249,0,11.0,4,44.33,2889.59,25,24,0,0,0,0,2019-06-28,0,19,6,4,2019
250,0,13.0,4,14.42,3211.55,4,24,0,0,0,0,2019-06-28,0,17,6,4,2019
251,2,10.0,4,32.57,144.81,36,24,0,0,0,0,2019-06-28,0,15,6,4,2019
252,0,29.0,4,99.0,521.5,48,2,0,0,0,0,2019-06-28,0,16,6,4,2019
253,0,29.0,4,39.89,2727.11,7,24,0,0,0,0,2019-06-28,0,0,6,4,2019
254,2,8.0,1,13.95,0.0,12,24,1,1,1,0,2019-06-28,0,20,6,4,2019
255,0,24.0,4,29.39,1270.53,7,24,0,0,0,0,2019-06-28,0,9,6,4,2019
256,0,25.0,4,34.72,20385.51,4,24,0,0,0,0,2019-06-28,0,5,6,4,2019
257,0,4.0,4,50.0,0.0,7,24,0,0,0,0,2019-06-28,0,12,6,4,2019
258,0,17.0,4,85.04,2854.49,4,24,0,0,0,0,2019-06-28,0,15,6,4,2019
259,2,27.0,1,10.56,154.32,17,24,1,1,1,0,2019-06-28,0,18,6,4,2019
260,0,10.0,4,20.5,1938.3,4,24,0,0,0,0,2019-06-28,0,4,6,4,2019
261,0,26.0,4,5.0,1847.38,7,24,0,0,0,0,2019-06-28,0,19,6,4,2019
262,0,24.0,4,35.5,16200.84,4,24,0,0,0,0,2019-06-28,0,5,6,4,2019
263,0,14.0,4,18.11,3332.65,4,24,0,0,0,0,2019-06-28,0,17,6,4,2019
264,2,18.0,1,18.72,46.12,12,24,1,1,0,0,2019-06-28,0,0,6,4,2019
265,0,25.0,4,39.97,19009.92,4,24,0,0,0,0,2019-06-28,0,6,6,4,2019
266,2,81.0,2,18.18,656.52,12,24,1,1,1,0,2019-06-28,1,17,6,4,2019
267,2,82.0,2,112.35,544.17,12,24,1,1,1,0,2019-06-28,1,16,6,4,2019
268,0,30.0,5,15.35,2776.39,4,24,0,0,0,0,2019-06-28,0,10,6,4,2019
269,0,33.0,4,34.59,3080.81,4,24,0,0,0,0,2019-06-28,0,10,6,4,2019
270,2,26.0,3,2.25,23.39,52,24,1,1,1,0,2019-06-28,0,1,6,4,2019
271,0,23.0,4,34.96,11723.84,4,24,0,0,0,0,2019-06-28,0,4,6,4,2019
272,0,13.0,4,23.0,414.61,12,24,0,0,0,0,2019-06-28,0,1,6,4,2019
273,0,1.0,4,157.95,7005.85,49,24,0,0,0,0,2019-06-28,0,15,6,4,2019
274,2,21.0,1,7.98,110.29,9,24,1,1,1,0,2019-06-28,0,22,6,4,2019
275,2,12.0,3,23.9,23.17,4,24,1,1,0,0,2019-06-28,0,16,6,4,2019
276,0,6.0,5,33.9,0.0,7,24,0,0,0,0,2019-06-28,0,16,6,4,2019
277,0,28.0,4,69.9,9365.03,4,24,0,0,0,0,2019-06-28,0,18,6,4,2019
278,0,30.0,5,32.81,5317.47,4,24,0,0,0,0,2019-06-28,0,9,6,4,2019
279,0,30.0,4,70.0,2767.0,7,24,0,0,0,0,2019-06-28,0,0,6,4,2019
280,0,27.0,4,46.5,14523.72,4,24,0,0,0,0,2019-06-28,0,5,6,4,2019
281,0,9.0,4,23.0,391.61,12,24,0,0,0,0,2019-06-28,0,1,6,4,2019
282,2,7.0,1,30.06,0.0,23,24,1,1,1,0,2019-06-28,0,18,6,4,2019
283,0,19.0,4,41.68,3343.23,4,24,0,0,0,0,2019-06-28,0,2,6,4,2019
