,key,user_transaction_time,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,acceptor_state,cc_acceptor_country,cardholder_presence,card_presence,partial_approval_capable,pin_present,date,is_fraud
37,f85e9097-e23d-402b-b3a2-c42301e3b268,2020-12-23 10:34:56+00:00,MOTO,41.0,MANUAL,704.54,5245.53,,,GB,0.0,0.0,0.0,False,2020-12-23,1.0
38,6651300d-60be-4d0c-8c86-16dc7151147a,2020-12-23 10:29:22+00:00,MOTO,36.0,MANUAL,704.54,3147.32,,,GB,0.0,0.0,0.0,False,2020-12-23,1.0
39,bffe6153-cce6-4d8e-a0a1-ff3a37f30f1f,2020-12-22 21:44:03+00:00,MOTO,63.0,MANUAL,49.83,6287.26,,,GB,0.0,0.0,0.0,False,2020-12-22,1.0
40,e3b95b24-16ff-40f9-9cbe-bdd8e12b2fb4,2020-12-16 17:11:37+00:00,ECOMMERCE,26.0,MANUAL,70.99,42.73,FL,12.0,US,0.0,0.0,0.0,False,2020-12-16,1.0
41,8d971c97-b514-42f0-b421-23fbee5df7e1,2020-12-13 23:52:54+00:00,ECOMMERCE,28.0,CARD_ON_FILE,36.28,711.14,CO,8.0,US,0.0,0.0,0.0,False,2020-12-13,1.0
42,6836f6b0-9557-4147-a46f-6f80fe16b659,2020-12-09 18:39:16+00:00,ECOMMERCE,94.0,MANUAL,5445.44,17974.62,,91.0,AE,0.0,0.0,0.0,False,2020-12-09,1.0
43,c957a7f0-09b4-4e44-8096-5ce31115e01f,2020-12-09 18:37:44+00:00,ECOMMERCE,96.0,MANUAL,5445.44,7083.74,,91.0,AE,0.0,0.0,0.0,False,2020-12-09,1.0
44,6911fc20-5cfb-49cb-af0c-108d3c0adfcb,2020-12-09 18:35:52+00:00,ECOMMERCE,97.0,MANUAL,5445.44,12529.18,,91.0,AE,0.0,0.0,0.0,False,2020-12-09,1.0
45,296fa62a-3214-4fb9-9c9f-86a6f6c8c6a7,2020-12-07 21:47:35+00:00,ECOMMERCE,99.0,MANUAL,6403.93,22039.56,,11.0,EG,0.0,0.0,0.0,False,2020-12-07,1.0
46,fcd696b2-cb3f-47a5-befb-6239c096733d,2020-12-07 21:36:37+00:00,ECOMMERCE,93.0,MANUAL,64.04,28443.49,,11.0,EG,0.0,0.0,0.0,False,2020-12-07,1.0
47,bef0a89a-2e96-454d-9be9-1f4dd5383e42,2020-12-07 11:40:54+00:00,ECOMMERCE,99.0,MANUAL,1361.36,38184.93,,91.0,AE,0.0,0.0,0.0,False,2020-12-07,1.0
48,3eaeb033-59fa-4e5f-9411-5e1ba2576630,2020-12-07 11:39:02+00:00,ECOMMERCE,99.0,MANUAL,1361.36,39546.29,,91.0,AE,0.0,0.0,0.0,False,2020-12-07,1.0
49,d017b967-83d5-4159-b00d-f42b23838e1c,2020-12-07 11:36:57+00:00,ECOMMERCE,99.0,MANUAL,1361.36,42269.01,,91.0,AE,0.0,0.0,0.0,False,2020-12-07,1.0
50,865546a1-22b2-4f2b-a5d7-cada17cb61c2,2020-12-07 11:32:21+00:00,ECOMMERCE,99.0,MANUAL,1361.36,32739.49,,91.0,AE,0.0,0.0,0.0,False,2020-12-07,1.0
51,20e29a52-27a2-444d-846a-698ec0fdd4af,2020-12-07 11:30:36+00:00,ECOMMERCE,99.0,MANUAL,1361.36,35462.21,,91.0,AE,0.0,0.0,0.0,False,2020-12-07,1.0
52,501f5d3d-8e2e-4aa5-bb8f-38c4fa03eeda,2020-12-07 11:28:42+00:00,ECOMMERCE,99.0,MANUAL,1361.36,36823.57,,91.0,AE,0.0,0.0,0.0,False,2020-12-07,1.0
53,b25bfa13-8f8e-4a49-8eac-a07457cd7105,2020-12-07 11:27:13+00:00,ECOMMERCE,99.0,MANUAL,1361.36,34100.85,,91.0,AE,0.0,0.0,0.0,False,2020-12-07,1.0
54,a7d377e1-dd9f-49b4-978b-1085c15d5fb1,2020-12-07 11:25:29+00:00,ECOMMERCE,99.0,MANUAL,1361.36,40907.65,,91.0,AE,0.0,0.0,0.0,False,2020-12-07,1.0
55,f7d1530a-d10d-4602-b221-0789d59ada70,2020-12-07 11:23:53+00:00,ECOMMERCE,99.0,MANUAL,1361.36,31378.13,,91.0,AE,0.0,0.0,0.0,False,2020-12-07,1.0
56,86981e36-f844-453d-b7a6-d98c3f85037e,2020-12-07 11:22:13+00:00,ECOMMERCE,97.0,MANUAL,272.27,43902.64,,91.0,AE,0.0,0.0,0.0,False,2020-12-07,1.0
57,c11938b9-3d46-4947-8be3-0437d8f50271,2020-12-07 11:18:37+00:00,ECOMMERCE,99.0,MANUAL,272.27,43630.37,,91.0,AE,0.0,0.0,0.0,False,2020-12-07,1.0
58,4d637503-5608-4193-a512-f9dff5c23ced,2020-12-06 19:08:17+00:00,ECOMMERCE,99.0,MANUAL,272.27,39039.29,,91.0,AE,0.0,0.0,0.0,False,2020-12-06,1.0
59,d9385e75-666c-4e0d-8126-401896814314,2020-11-29 22:56:49+00:00,ECOMMERCE,80.0,MANUAL,88.61,42046.55,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
60,d9385e75-666c-4e0d-8126-401896814314,2020-11-29 22:56:49+00:00,ECOMMERCE,80.0,MANUAL,88.61,42046.55,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
61,0f88ebd9-eeae-4b35-a20d-4ca1cfa96e11,2020-11-29 20:16:27+00:00,ECOMMERCE,99.0,MANUAL,431.74,41632.28,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
62,0f88ebd9-eeae-4b35-a20d-4ca1cfa96e11,2020-11-29 20:16:27+00:00,ECOMMERCE,99.0,MANUAL,431.74,41632.28,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
63,71bd8246-fad0-4808-ad41-3612d5b90a55,2020-11-29 20:14:39+00:00,ECOMMERCE,98.0,MANUAL,288.64,40337.3,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
64,71bd8246-fad0-4808-ad41-3612d5b90a55,2020-11-29 20:14:39+00:00,ECOMMERCE,98.0,MANUAL,288.64,40337.3,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
65,ac24f946-acd6-4f5d-97a5-758635544924,2020-11-29 20:13:25+00:00,ECOMMERCE,99.0,MANUAL,256.58,40128.82,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
66,ac24f946-acd6-4f5d-97a5-758635544924,2020-11-29 20:13:25+00:00,ECOMMERCE,99.0,MANUAL,256.58,40128.82,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
67,00ba6f4b-b507-434d-b77a-b19b306a6035,2020-11-29 20:12:21+00:00,ECOMMERCE,99.0,MANUAL,369.43,41291.1,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
68,00ba6f4b-b507-434d-b77a-b19b306a6035,2020-11-29 20:12:21+00:00,ECOMMERCE,99.0,MANUAL,369.43,41291.1,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
69,1eb08a95-70bb-441f-8462-54388f3f79c4,2020-11-29 20:10:37+00:00,ECOMMERCE,99.0,MANUAL,436.1,40957.61,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
70,1eb08a95-70bb-441f-8462-54388f3f79c4,2020-11-29 20:10:37+00:00,ECOMMERCE,99.0,MANUAL,436.1,40957.61,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
71,9fccd319-db3a-4d7a-bc0a-13b3cf2b2d59,2020-11-29 20:08:58+00:00,ECOMMERCE,99.0,MANUAL,254.02,39920.98,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
72,9fccd319-db3a-4d7a-bc0a-13b3cf2b2d59,2020-11-29 20:08:58+00:00,ECOMMERCE,99.0,MANUAL,254.02,39920.98,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
73,4f9194a7-530c-42ba-9e9b-af8f94b306a1,2020-11-29 20:07:55+00:00,ECOMMERCE,99.0,MANUAL,190.55,39555.31,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
74,175abb2b-3761-4d48-ab4a-716d95a8dcf3,2020-11-29 20:07:55+00:00,ECOMMERCE,99.0,MANUAL,157.21,38440.57,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
75,c7e4753b-b156-42da-aab7-8826ecba3e92,2020-11-29 20:06:47+00:00,ECOMMERCE,99.0,MANUAL,115.53,38071.03,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
76,c7e4753b-b156-42da-aab7-8826ecba3e92,2020-11-29 20:06:47+00:00,ECOMMERCE,99.0,MANUAL,115.53,38071.03,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
77,63458716-f207-4fea-8a90-5f382925f19b,2020-11-29 20:05:27+00:00,ECOMMERCE,99.0,MANUAL,208.5,39095.37,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
78,964986b3-adca-46a6-847e-aff562a6214b,2020-11-29 20:04:17+00:00,ECOMMERCE,99.0,MANUAL,269.41,39712.5,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
79,964986b3-adca-46a6-847e-aff562a6214b,2020-11-29 20:04:17+00:00,ECOMMERCE,99.0,MANUAL,269.41,39712.5,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
80,bb850bea-4e1e-413b-b7c9-ba80ac51db63,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,414.31,38440.57,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
81,f7dedf20-4dd3-43a2-9822-309ab775775f,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,324.55,38071.03,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
82,c5db2b49-576a-4e02-8e02-65b3fb620214,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,383.85,39712.5,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
83,f92f199e-904c-41d9-87ea-2f9bee3dca11,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,380.97,40337.3,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
84,ee3b3988-05ca-4d00-acd7-75fc22b9a79c,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,366.35,40591.3,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
85,137b332e-a8f3-423e-818d-3a14a531c0c8,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,405.27,39712.5,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
86,f4f87384-6b65-4380-97d8-e3ee93f739c4,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,346.34,40611.27,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
87,f9f7eeac-43b9-4887-88e4-cee2d24fd3f8,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,398.28,38071.03,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
88,f0b4716c-1b7d-4eed-b277-f83b5b65633f,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,383.79,39712.5,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
89,bd107d84-0336-40dd-acfd-e7c3276cdc5c,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,333.52,40128.82,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
90,44db0916-b5a7-48b1-aa54-86940dfb2c8f,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,314.29,40128.82,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
91,009e94ec-c250-43f2-a6b8-654e0f8dd8db,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,317.49,38440.57,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
92,b7b67035-4ce7-4f9b-9a46-53254a6c9eeb,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,447.97,40337.3,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
93,fe0ae1a2-b884-422a-b0e8-6639a972934d,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,295.05,38440.57,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
94,db06497d-96f8-444d-a005-346758de66eb,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,348.91,40337.3,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
95,b12f9d78-175a-4b2d-9520-e158f508554a,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,371.99,38697.13,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
96,103e6bff-b51e-4fef-bb90-4dd918c349b8,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,448.93,39712.5,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
97,d6de03e2-f5da-4e31-abec-c1aa8b2bd341,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,341.22,39555.31,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
98,4a38fbe5-8d9c-47f1-9894-1d7cc9c88af4,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,395.39,39712.5,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
99,3349e205-a6dd-4328-a1a8-2518e0ecf353,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,447.0,38440.57,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
100,9223af27-9437-4515-9f2e-d495f98ab96d,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,384.81,39712.5,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
101,18e04b22-433f-4696-8edd-b268e8c0d219,2020-11-29 20:02:54+00:00,ECOMMERCE,99.0,MANUAL,383.53,40128.82,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
102,bd3a891d-daba-4f04-b5e6-2d19bb618352,2020-11-29 19:56:42+00:00,ECOMMERCE,99.0,MANUAL,269.41,39285.9,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
103,bd3a891d-daba-4f04-b5e6-2d19bb618352,2020-11-29 19:56:42+00:00,ECOMMERCE,99.0,MANUAL,269.41,39285.9,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
104,33a7063d-1fe2-4b31-9b29-b2c08099341a,2020-11-29 19:50:06+00:00,ECOMMERCE,99.0,MANUAL,513.04,38697.13,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
105,33a7063d-1fe2-4b31-9b29-b2c08099341a,2020-11-29 19:50:06+00:00,ECOMMERCE,99.0,MANUAL,513.04,38697.13,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
106,4b4cb520-70e6-4a0f-b20b-35bd54149169,2020-11-29 19:44:09+00:00,ECOMMERCE,99.0,MANUAL,254.02,38186.55,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
107,4b4cb520-70e6-4a0f-b20b-35bd54149169,2020-11-29 19:44:09+00:00,ECOMMERCE,99.0,MANUAL,254.02,38186.55,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
108,91d23ae0-6fb1-48af-945e-776dec351eca,2020-11-29 19:22:28+00:00,ECOMMERCE,99.0,MANUAL,208.5,38440.57,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
109,91d23ae0-6fb1-48af-945e-776dec351eca,2020-11-29 19:22:28+00:00,ECOMMERCE,99.0,MANUAL,208.5,38440.57,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
110,f545e387-4b9d-4f94-98ca-2f5784a7c759,2020-11-29 19:22:28+00:00,ECOMMERCE,99.0,MANUAL,207.86,38489.27,,12.0,EG,0.0,0.0,0.0,False,2020-11-29,1.0
111,f2d877cd-3464-4a43-9ca1-a2279e39dd81,2020-11-09 03:04:10+00:00,ECOMMERCE,37.0,MANUAL,230.21,747.44,KY,21.0,US,0.0,0.0,0.0,False,2020-11-09,1.0
112,6fcbdf45-b2e4-4879-ba55-18f1984accec,2020-11-06 18:03:38+00:00,ECOMMERCE,95.0,MANUAL,2213.84,41.99,,28.0,AE,0.0,0.0,0.0,False,2020-11-06,1.0
113,8ed5b515-a099-40f3-aa7f-74144c17d7ea,2020-11-06 18:00:06+00:00,ECOMMERCE,94.0,MANUAL,980.45,4363.49,,28.0,AE,0.0,0.0,0.0,False,2020-11-06,1.0
114,d73ba6a6-7719-4841-92bd-f66d59df84c3,2020-11-06 17:55:25+00:00,ECOMMERCE,86.0,MANUAL,2107.66,2255.83,,28.0,AE,0.0,0.0,0.0,False,2020-11-06,1.0
115,bfe2ae70-ee76-4f12-9613-e2362d23382f,2020-11-04 13:07:24+00:00,MOTO,22.0,MANUAL,482.18,80.81,KS,20.0,US,0.0,0.0,0.0,False,2020-11-04,1.0
116,92fc8556-af80-4bbf-aa30-04591f03f79b,2020-11-03 00:44:41+00:00,OTHER,33.0,MANUAL,233.52,1288.89,PA,42.0,US,0.0,1.0,1.0,False,2020-11-03,1.0
117,0f6ca28c-7bfa-4277-a6a0-d277a621d3ce,2020-11-02 17:27:21+00:00,OTHER,23.0,MANUAL,157.92,772.97,PA,42.0,US,1.0,1.0,0.0,False,2020-11-02,1.0
118,322c4b5c-d067-4f7f-93a2-c066efb92b26,2020-11-02 01:16:52+00:00,OTHER,22.0,MANUAL,77.24,102.31,PA,42.0,US,1.0,1.0,0.0,False,2020-11-02,1.0
119,58697cfb-3dfa-4d92-b6ec-970b15f04f8f,2020-11-02 00:38:29+00:00,OTHER,29.0,MANUAL,102.31,930.89,PA,42.0,US,0.0,1.0,0.0,False,2020-11-02,1.0
120,b35968bb-fa97-4ffd-b13f-50bb3cdd993c,2020-10-31 01:40:51+00:00,OTHER,33.0,MANUAL,55.51,155.97,FL,12.0,US,0.0,1.0,1.0,False,2020-10-31,1.0
121,576963f0-382f-4e1b-b0e7-826664610739,2020-10-29 15:03:55+00:00,OTHER,31.0,MANUAL,260.0,25.0,PA,42.0,US,0.0,1.0,1.0,False,2020-10-29,1.0
122,9d7314cb-3e85-4516-ab79-dbc4144caef0,2020-10-22 00:40:16+00:00,OTHER,12.0,MANUAL,93.44,78.0,PA,42.0,US,1.0,1.0,0.0,False,2020-10-22,1.0
123,303ab9ed-5914-4dd6-a33f-90a70e2725c0,2020-10-19 23:09:18+00:00,OTHER,23.0,MANUAL,14.84,5.0,PA,42.0,US,0.0,1.0,1.0,False,2020-10-19,1.0
124,83b54811-dc20-4bd0-b199-b74812081318,2020-10-19 22:55:31+00:00,OTHER,23.0,MANUAL,122.82,19.84,PA,42.0,US,0.0,1.0,1.0,False,2020-10-19,1.0
125,b8596fc0-4935-493e-8826-c9471e082465,2020-10-17 20:45:25+00:00,ECOMMERCE,28.0,MANUAL,1274.18,1382.68,TX,48.0,US,0.0,0.0,0.0,False,2020-10-17,1.0
126,4d176546-bda1-4f7a-ae01-34c9c39aaf14,2020-10-17 20:34:11+00:00,ECOMMERCE,27.0,MANUAL,3124.69,46418.7,TX,48.0,US,0.0,0.0,0.0,False,2020-10-17,1.0
127,e52ad817-8a53-46f3-97cb-12aaf2cf020a,2020-10-17 20:19:48+00:00,ECOMMERCE,28.0,MANUAL,2573.99,15408.97,TX,48.0,US,0.0,0.0,0.0,False,2020-10-17,1.0
128,49db5bc9-467d-4d7a-b980-61ef03be7569,2020-10-17 20:14:03+00:00,ECOMMERCE,13.0,MANUAL,2933.99,31199.05,CA,6.0,US,0.0,0.0,0.0,False,2020-10-17,1.0
129,fb73659c-2f4b-409c-a287-8a840dbb8645,2020-10-17 20:06:38+00:00,ECOMMERCE,29.0,MANUAL,2957.99,28241.06,CA,6.0,US,0.0,0.0,0.0,False,2020-10-17,1.0
