,user_transaction_time,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,acceptor_state,cc_acceptor_country,cardholder_presence,card_presence,partial_approval_capable,pin_present,date,is_fraud
1887484,2018-12-25 00:17:24+00:00,ECOMMERCE,35.0,MANUAL,20.15,3323.75,WI,55,US,0.0,0.0,0.0,False,2018-12-25,0
904706,2018-12-25 20:47:36+00:00,ECOMMERCE,28.0,MANUAL,29.95,3913.09,CA,6,US,0.0,0.0,0.0,False,2018-12-25,0
1447359,2018-12-25 06:47:01+00:00,ECOMMERCE,24.0,MANUAL,66.69,132.24,NJ,34,US,0.0,0.0,0.0,False,2018-12-25,0
1628099,2018-12-25 02:52:37+00:00,OTHER,30.0,CHIP,114.08,57.13,PA,42,US,1.0,1.0,1.0,False,2018-12-25,0
1704335,2018-12-25 23:04:59+00:00,OTHER,18.0,MAGSTRIPE,26.08,1224.32,TX,48,US,1.0,1.0,1.0,False,2018-12-25,0
571074,2018-12-25 07:33:54+00:00,ECOMMERCE,33.0,MANUAL,39.0,3964.94,AR,5,US,0.0,0.0,0.0,False,2018-12-25,0
406,2018-12-25 00:00:00+00:00,,52.0,,52.79,,,,,,,,,2018-12-25,1
393,2018-12-25 12:08:10+00:00,ECOMMERCE,86.0,MANUAL,195.0,2100.96,NJ,34.0,US,0.0,0.0,0.0,False,2018-12-25,1
394,2018-12-25 11:12:46+00:00,ECOMMERCE,43.0,MANUAL,220.0,1490.96,NJ,34.0,US,0.0,0.0,0.0,False,2018-12-25,1
1306277,2018-12-25 19:17:27+00:00,OTHER,27.0,CHIP,7.75,51.8,IL,17,US,1.0,1.0,1.0,False,2018-12-25,0
392,2018-12-25 12:22:59+00:00,ECOMMERCE,61.0,MANUAL,220.0,1050.96,NJ,34.0,US,0.0,0.0,0.0,False,2018-12-25,1
407,2018-12-25 00:00:00+00:00,,35.0,,52.79,,,,,,,,,2018-12-25,1
408,2018-12-25 00:00:00+00:00,,37.0,,52.79,,,,,,,,,2018-12-25,1
391,2018-12-25 12:30:50+00:00,ECOMMERCE,64.0,MANUAL,220.0,1270.96,NJ,34.0,US,0.0,0.0,0.0,False,2018-12-25,1
410,2018-12-25 00:00:00+00:00,,47.0,,52.79,,,,,,,,,2018-12-25,1
411,2018-12-25 00:00:00+00:00,,37.0,,52.79,,,,,,,,,2018-12-25,1
412,2018-12-25 00:00:00+00:00,,54.0,,52.79,,,,,,,,,2018-12-25,1
413,2018-12-25 00:00:00+00:00,,34.0,,52.79,,,,,,,,,2018-12-25,1
414,2018-12-25 00:00:00+00:00,,54.0,,52.79,,,,,,,,,2018-12-25,1
409,2018-12-25 00:00:00+00:00,,59.0,,52.79,,,,,,,,,2018-12-25,1
903801,2018-12-27 16:06:01+00:00,ECOMMERCE,33.0,MANUAL,104.0,1724.76,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
1306252,2018-12-27 15:41:53+00:00,OTHER,20.0,CHIP,173.87,40.0,IL,17,US,1.0,1.0,1.0,False,2018-12-27,0
1497324,2018-12-27 17:52:34+00:00,OTHER,29.0,MANUAL,52.94,3280.72,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
570644,2018-12-27 15:28:33+00:00,ECOMMERCE,32.0,MANUAL,32.83,1330.91,AR,5,US,0.0,0.0,0.0,False,2018-12-27,0
1447289,2018-12-27 20:10:29+00:00,OTHER,30.0,CHIP,5.66,5.1,NJ,34,US,1.0,1.0,1.0,False,2018-12-27,0
904050,2018-12-27 04:37:14+00:00,ECOMMERCE,27.0,MANUAL,30.99,329.34,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
903576,2018-12-27 22:42:35+00:00,ECOMMERCE,20.0,MANUAL,27.5,250.99,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
570767,2018-12-27 04:00:11+00:00,ECOMMERCE,70.0,MANUAL,38.48,4152.31,AR,5,US,0.0,0.0,0.0,False,2018-12-27,0
1497300,2018-12-27 18:31:40+00:00,OTHER,29.0,MANUAL,30.68,1150.95,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
1497333,2018-12-27 17:40:32+00:00,OTHER,29.0,MANUAL,26.98,4667.46,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
903906,2018-12-27 11:10:47+00:00,ECOMMERCE,7.0,MANUAL,38.94,1005.18,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
903665,2018-12-27 19:32:24+00:00,ECOMMERCE,32.0,UNKNOWN,235.4,7992.31,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
117490,2018-12-27 16:13:31+00:00,OTHER,11.0,MANUAL,15.59,0.0,OK,40,US,0.0,0.0,0.0,False,2018-12-27,0
570786,2018-12-27 02:37:18+00:00,ECOMMERCE,33.0,MANUAL,20.67,787.13,AR,5,US,0.0,0.0,0.0,False,2018-12-27,0
903677,2018-12-27 19:21:22+00:00,ECOMMERCE,30.0,MANUAL,67.68,3365.91,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
117477,2018-12-27 17:31:27+00:00,OTHER,18.0,CHIP,39.02,90.86,NH,33,US,1.0,1.0,0.0,False,2018-12-27,0
903765,2018-12-27 16:45:50+00:00,OTHER,15.0,CHIP,132.87,238.0,CA,6,US,1.0,1.0,1.0,False,2018-12-27,0
904009,2018-12-27 05:38:57+00:00,ECOMMERCE,26.0,MANUAL,17.5,115.51,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
570751,2018-12-27 06:09:27+00:00,ECOMMERCE,35.0,MANUAL,43.0,542.44,AR,5,US,0.0,0.0,0.0,False,2018-12-27,0
903567,2018-12-27 23:02:06+00:00,ECOMMERCE,30.0,MANUAL,42.95,1429.73,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
903788,2018-12-27 16:16:06+00:00,ECOMMERCE,27.0,MANUAL,8.32,5813.14,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
1704266,2018-12-27 03:17:17+00:00,OTHER,27.0,CHIP,14.42,151.06,TX,48,US,1.0,1.0,1.0,False,2018-12-27,0
904057,2018-12-27 04:29:06+00:00,ECOMMERCE,27.0,MANUAL,27.5,270.85,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
903692,2018-12-27 18:49:22+00:00,ECOMMERCE,28.0,MANUAL,14.5,5095.68,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
570740,2018-12-27 07:01:23+00:00,ECOMMERCE,37.0,MANUAL,53.8,737.52,AR,5,US,0.0,0.0,0.0,False,2018-12-27,0
570566,2018-12-27 23:45:33+00:00,ECOMMERCE,29.0,MANUAL,69.52,10440.06,AR,5,US,0.0,0.0,0.0,False,2018-12-27,0
1497275,2018-12-27 19:16:39+00:00,OTHER,29.0,MANUAL,14.25,4132.87,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
903702,2018-12-27 18:32:10+00:00,ECOMMERCE,32.0,MANUAL,30.99,5182.66,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
1497321,2018-12-27 18:09:56+00:00,OTHER,29.0,MANUAL,7.15,2805.89,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
903680,2018-12-27 19:18:29+00:00,ECOMMERCE,31.0,MANUAL,80.1,3433.59,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
903579,2018-12-27 22:15:24+00:00,ECOMMERCE,30.0,MANUAL,24.95,1764.42,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
570772,2018-12-27 03:51:44+00:00,ECOMMERCE,74.0,MANUAL,25.79,4270.86,AR,5,US,0.0,0.0,0.0,False,2018-12-27,0
1865064,2018-12-27 21:09:03+00:00,ECOMMERCE,10.0,MANUAL,13.16,1129.17,WA,53,US,0.0,0.0,0.0,False,2018-12-27,0
903873,2018-12-27 13:41:16+00:00,ECOMMERCE,30.0,MANUAL,37.99,4013.22,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
570724,2018-12-27 09:49:46+00:00,ECOMMERCE,30.0,MANUAL,53.5,8578.22,AR,5,US,0.0,0.0,0.0,False,2018-12-27,0
903588,2018-12-27 21:46:48+00:00,ECOMMERCE,29.0,MANUAL,13.0,1807.2,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
400,2018-12-27 00:00:00+00:00,,43.0,,52.79,,,,,,,,,2018-12-27,1
401,2018-12-27 00:00:00+00:00,,64.0,,52.79,,,,,,,,,2018-12-27,1
402,2018-12-27 00:00:00+00:00,,86.0,,52.79,,,,,,,,,2018-12-27,1
403,2018-12-27 00:00:00+00:00,,78.0,,52.79,,,,,,,,,2018-12-27,1
404,2018-12-27 00:00:00+00:00,,76.0,,52.79,,,,,,,,,2018-12-27,1
405,2018-12-27 00:00:00+00:00,,61.0,,52.79,,,,,,,,,2018-12-27,1
1497403,2018-12-27 13:02:32+00:00,OTHER,27.0,MANUAL,8.95,2289.29,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
1704267,2018-12-27 03:16:34+00:00,OTHER,23.0,CHIP,59.83,11.83,TX,48,US,1.0,1.0,1.0,False,2018-12-27,0
117433,2018-12-27 22:37:10+00:00,OTHER,26.0,CHIP,39.75,539.75,MI,26,US,1.0,1.0,1.0,False,2018-12-27,0
570733,2018-12-27 08:02:58+00:00,ECOMMERCE,32.0,MANUAL,69.86,2319.07,AR,5,US,0.0,0.0,0.0,False,2018-12-27,0
903650,2018-12-27 20:08:35+00:00,ECOMMERCE,12.0,MANUAL,66.28,216.65,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
904087,2018-12-27 02:51:43+00:00,ECOMMERCE,22.0,MANUAL,16.58,242.99,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
1352053,2018-12-27 06:03:32+00:00,ECOMMERCE,7.0,MANUAL,255.23,386.42,MA,25,US,0.0,0.0,0.0,False,2018-12-27,0
399,2018-12-27 00:00:00+00:00,,83.0,,52.79,,,,,,,,,2018-12-27,1
903914,2018-12-27 10:25:23+00:00,ECOMMERCE,8.0,MANUAL,21.95,276.43,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
903620,2018-12-27 21:00:55+00:00,ECOMMERCE,30.0,MANUAL,35.99,3013.81,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
903739,2018-12-27 17:19:02+00:00,ECOMMERCE,19.0,UNKNOWN,24.36,214.93,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
1704246,2018-12-27 20:22:29+00:00,OTHER,24.0,CHIP,84.94,9.25,TX,48,US,1.0,1.0,0.0,False,2018-12-27,0
1497390,2018-12-27 13:59:37+00:00,ECOMMERCE,16.0,MANUAL,69.81,6585.22,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
904027,2018-12-27 05:07:07+00:00,ECOMMERCE,31.0,MANUAL,14.95,1968.19,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
1447283,2018-12-27 22:54:42+00:00,ECOMMERCE,34.0,MANUAL,38.94,3889.49,NJ,34,US,0.0,0.0,0.0,False,2018-12-27,0
903923,2018-12-27 09:19:24+00:00,ECOMMERCE,5.0,MANUAL,52.6,311.37,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
117478,2018-12-27 17:23:01+00:00,OTHER,28.0,CHIP,539.75,0.0,MI,26,US,1.0,1.0,1.0,False,2018-12-27,0
903795,2018-12-27 16:08:08+00:00,ECOMMERCE,27.0,MANUAL,30.99,5950.79,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
398,2018-12-27 00:00:00+00:00,,83.0,,52.79,,,,,,,,,2018-12-27,1
903715,2018-12-27 18:17:06+00:00,ECOMMERCE,4.0,MANUAL,100.0,1820.36,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
903653,2018-12-27 19:58:06+00:00,ECOMMERCE,31.0,MANUAL,30.5,4769.22,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
903703,2018-12-27 18:30:39+00:00,ECOMMERCE,31.0,MANUAL,43.7,5314.44,CA,6,US,0.0,0.0,0.0,False,2018-12-27,0
1497349,2018-12-27 16:55:15+00:00,ECOMMERCE,30.0,MANUAL,33.45,1743.96,NY,36,US,0.0,0.0,0.0,False,2018-12-27,0
1865124,2018-12-27 09:00:54+00:00,ECOMMERCE,16.0,MANUAL,26.99,236.48,WA,53,US,0.0,0.0,0.0,False,2018-12-27,0
1497255,2018-12-27 21:20:53+00:00,OTHER,27.0,CHIP,37.83,62.12,NY,36,US,1.0,1.0,1.0,False,2018-12-27,0
570617,2018-12-27 18:20:02+00:00,ECOMMERCE,24.0,MANUAL,55.75,26.82,AR,5,US,0.0,0.0,0.0,False,2018-12-27,0
117458,2018-12-27 19:28:58+00:00,OTHER,23.0,CHIP,7.0,824.36,KY,21,US,1.0,1.0,1.0,False,2018-12-27,0
894554,2019-01-20 02:34:43+00:00,OTHER,23.0,MAGSTRIPE,24.45,11.97,CA,6,US,1.0,1.0,1.0,False,2019-01-20,0
894451,2019-01-20 14:36:52+00:00,ECOMMERCE,16.0,MANUAL,32.5,7313.69,CA,6,US,0.0,0.0,0.0,False,2019-01-20,0
1856503,2019-01-20 01:56:27+00:00,ECOMMERCE,17.0,MANUAL,7.99,2741.99,WA,53,US,0.0,0.0,0.0,False,2019-01-20,0
142397,2019-01-20 22:39:04+00:00,ECOMMERCE,28.0,MANUAL,1.24,37.13,,,GB,0.0,0.0,0.0,False,2019-01-20,0
1856523,2019-01-20 01:00:57+00:00,ECOMMERCE,27.0,MANUAL,25.49,2409.07,WA,53,US,0.0,0.0,0.0,False,2019-01-20,0
563734,2019-01-20 06:10:19+00:00,ECOMMERCE,38.0,MANUAL,28.46,2442.11,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
415,2019-01-20 00:00:00+00:00,,74.0,,52.79,,,,,,,,,2019-01-20,1
1744833,2019-01-20 20:45:30+00:00,OTHER,26.0,CHIP,159.02,210.38,VA,51,US,1.0,1.0,1.0,False,2019-01-20,0
1856509,2019-01-20 01:32:19+00:00,ECOMMERCE,21.0,MANUAL,25.49,2383.58,WA,53,US,0.0,0.0,0.0,False,2019-01-20,0
1649099,2019-01-20 05:55:43+00:00,OTHER,32.0,CHIP,63.15,0.0,SC,45,US,1.0,1.0,0.0,False,2019-01-20,0
894515,2019-01-20 06:19:07+00:00,ECOMMERCE,15.0,MANUAL,30.99,4702.92,CA,6,US,0.0,0.0,0.0,False,2019-01-20,0
1445799,2019-01-20 20:43:30+00:00,OTHER,32.0,MAGSTRIPE,56.39,195.27,NJ,34,US,1.0,1.0,0.0,False,2019-01-20,0
1083101,2019-01-20 21:14:49+00:00,OTHER,25.0,CHIP,12.11,426.94,FL,12,US,1.0,1.0,1.0,False,2019-01-20,0
894574,2019-01-20 00:34:14+00:00,ECOMMERCE,14.0,MANUAL,6.65,100.4,CA,6,US,0.0,0.0,0.0,False,2019-01-20,0
894425,2019-01-20 17:32:08+00:00,ECOMMERCE,18.0,MANUAL,15.01,301.6,CA,6,US,0.0,0.0,0.0,False,2019-01-20,0
114312,2019-01-20 20:43:46+00:00,OTHER,22.0,CHIP,48.52,50.0,MI,26,US,1.0,1.0,1.0,False,2019-01-20,0
1702805,2019-01-20 18:19:05+00:00,OTHER,14.0,MAGSTRIPE,27.5,1346.51,TX,48,US,1.0,1.0,1.0,False,2019-01-20,0
1733974,2019-01-20 17:26:55+00:00,ECOMMERCE,1.0,MANUAL,1.0,6131.58,UT,49,US,0.0,0.0,0.0,False,2019-01-20,0
563759,2019-01-20 02:59:33+00:00,ECOMMERCE,27.0,MANUAL,80.69,10514.93,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
1490928,2019-01-20 19:03:56+00:00,OTHER,13.0,CHIP,20.22,93.86,NY,36,US,1.0,1.0,1.0,False,2019-01-20,0
1445798,2019-01-20 21:31:26+00:00,ECOMMERCE,6.0,MANUAL,19.09,4466.8,NJ,34,US,0.0,0.0,0.0,False,2019-01-20,0
894572,2019-01-20 00:52:57+00:00,ECOMMERCE,22.0,MANUAL,60.0,942.78,CA,6,US,0.0,0.0,0.0,False,2019-01-20,0
894455,2019-01-20 14:28:46+00:00,ECOMMERCE,14.0,MANUAL,34.0,161.63,CA,6,US,0.0,0.0,0.0,False,2019-01-20,0
563739,2019-01-20 05:22:52+00:00,ECOMMERCE,17.0,MANUAL,20.93,739.41,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
563795,2019-01-20 00:41:56+00:00,ECOMMERCE,30.0,MANUAL,35.77,4712.38,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
1856435,2019-01-20 19:44:50+00:00,OTHER,22.0,CHIP,33.33,81.72,WA,53,US,1.0,1.0,0.0,False,2019-01-20,0
142409,2019-01-20 11:01:05+00:00,OTHER,16.0,MAGSTRIPE,46.28,89.12,,,IL,1.0,1.0,0.0,False,2019-01-20,0
894564,2019-01-20 01:48:51+00:00,ECOMMERCE,28.0,MANUAL,38.54,356.54,CA,6,US,0.0,0.0,0.0,False,2019-01-20,0
894385,2019-01-20 20:06:27+00:00,ECOMMERCE,32.0,MANUAL,200.0,18.61,CA,6,US,0.0,0.0,0.0,False,2019-01-20,0
1659051,2019-01-20 03:20:53+00:00,OTHER,28.0,MAGSTRIPE,18.62,303.3,TN,47,US,1.0,1.0,1.0,False,2019-01-20,0
1305507,2019-01-20 15:20:12+00:00,OTHER,15.0,CHIP,8.0,0.0,IL,17,US,1.0,1.0,1.0,False,2019-01-20,0
563754,2019-01-20 03:07:49+00:00,ECOMMERCE,27.0,MANUAL,80.69,10397.12,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
1744836,2019-01-20 18:34:15+00:00,OTHER,30.0,MAGSTRIPE,22.9,305.95,VA,51,US,1.0,1.0,0.0,False,2019-01-20,0
1856465,2019-01-20 13:33:07+00:00,ECOMMERCE,13.0,MANUAL,30.5,15.79,WA,53,US,0.0,0.0,0.0,False,2019-01-20,0
563609,2019-01-20 22:12:40+00:00,ECOMMERCE,42.0,MANUAL,36.6,1847.35,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
114321,2019-01-20 18:51:52+00:00,OTHER,18.0,CHIP,23.98,26.0,DE,10,US,1.0,1.0,0.0,False,2019-01-20,0
114325,2019-01-20 18:31:39+00:00,OTHER,24.0,CHIP,20.87,64.51,MO,29,US,1.0,1.0,0.0,False,2019-01-20,0
894532,2019-01-20 05:13:28+00:00,ECOMMERCE,24.0,MANUAL,70.46,365.74,CA,6,US,0.0,0.0,0.0,False,2019-01-20,0
563785,2019-01-20 01:08:49+00:00,ECOMMERCE,29.0,MANUAL,41.99,10118.91,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
563740,2019-01-20 05:21:37+00:00,ECOMMERCE,37.0,MANUAL,125.03,2162.79,AR,5,US,0.0,0.0,0.0,False,2019-01-20,0
1702823,2019-01-20 05:09:08+00:00,OTHER,26.0,CHIP,22.55,61.2,TX,48,US,1.0,1.0,1.0,False,2019-01-20,0
1733967,2019-01-20 20:21:30+00:00,ECOMMERCE,27.0,MANUAL,159.1,628.52,UT,49,US,0.0,0.0,0.0,False,2019-01-20,0
114295,2019-01-20 23:38:55+00:00,OTHER,20.0,CHIP,4.04,0.0,IN,18,US,1.0,1.0,1.0,False,2019-01-20,0
114200,2019-01-21 20:45:07+00:00,OTHER,16.0,CHIP,14.48,314.66,AL,01,US,1.0,1.0,1.0,False,2019-01-21,0
1490861,2019-01-21 23:26:50+00:00,OTHER,29.0,CHIP,20.34,0.0,NY,36,US,1.0,1.0,1.0,False,2019-01-21,0
563458,2019-01-21 15:57:46+00:00,ECOMMERCE,20.0,MANUAL,25.96,465.31,AR,5,US,0.0,0.0,0.0,False,2019-01-21,0
1591386,2019-01-21 19:18:46+00:00,OTHER,11.0,CHIP,4.12,0.0,OH,39,US,1.0,1.0,0.0,False,2019-01-21,0
1856375,2019-01-21 09:14:01+00:00,ECOMMERCE,22.0,MANUAL,129.96,2383.08,WA,53,US,0.0,0.0,0.0,False,2019-01-21,0
1856373,2019-01-21 10:10:58+00:00,ECOMMERCE,12.0,MANUAL,9.99,480.48,WA,53,US,0.0,0.0,0.0,False,2019-01-21,0
1856372,2019-01-21 10:30:48+00:00,ECOMMERCE,18.0,MANUAL,25.49,2434.56,WA,53,US,0.0,0.0,0.0,False,2019-01-21,0
894168,2019-01-21 08:05:13+00:00,ECOMMERCE,23.0,MANUAL,39.72,3301.67,CA,6,US,0.0,0.0,0.0,False,2019-01-21,0
894067,2019-01-21 16:00:55+00:00,ECOMMERCE,21.0,UNKNOWN,127.92,144.6,CA,6,US,0.0,0.0,0.0,False,2019-01-21,0
1887228,2019-01-21 13:19:50+00:00,ECOMMERCE,10.0,MANUAL,225.37,0.0,WI,55,US,0.0,0.0,0.0,False,2019-01-21,0
114254,2019-01-21 12:52:48+00:00,OTHER,22.0,MANUAL,100.0,136.29,SD,46,US,0.0,0.0,0.0,False,2019-01-21,0
1856386,2019-01-21 08:52:32+00:00,ECOMMERCE,3.0,MANUAL,21.48,1461.85,WA,53,US,0.0,0.0,0.0,False,2019-01-21,0
1445776,2019-01-21 02:30:38+00:00,ECOMMERCE,26.0,MANUAL,7.95,1259.21,NJ,34,US,0.0,0.0,0.0,False,2019-01-21,0
1083049,2019-01-21 17:44:32+00:00,ECOMMERCE,17.0,MANUAL,49.18,224.71,FL,12,US,0.0,0.0,0.0,False,2019-01-21,0
894028,2019-01-21 18:28:07+00:00,ECOMMERCE,3.0,MANUAL,12.88,96.39,CA,6,US,0.0,0.0,0.0,False,2019-01-21,0
1744813,2019-01-21 19:55:56+00:00,OTHER,31.0,CHIP,27.35,348.85,VA,51,US,1.0,1.0,0.0,False,2019-01-21,0
114180,2019-01-21 21:24:08+00:00,OTHER,27.0,MAGSTRIPE,10.04,62.49,MO,29,US,0.0,0.0,1.0,False,2019-01-21,0
563438,2019-01-21 17:05:38+00:00,ECOMMERCE,16.0,MANUAL,19.14,1238.54,AR,5,US,0.0,0.0,0.0,False,2019-01-21,0
1305493,2019-01-21 00:31:21+00:00,OTHER,22.0,CHIP,15.49,71.38,IL,17,US,1.0,1.0,1.0,False,2019-01-21,0
434,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
433,2019-01-21 00:00:00+00:00,,67.0,,52.79,,,,,,,,,2019-01-21,1
432,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
431,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
430,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
429,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
428,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
435,2019-01-21 00:00:00+00:00,,99.0,,52.79,,,,,,,,,2019-01-21,1
894209,2019-01-21 06:33:43+00:00,ECOMMERCE,18.0,MANUAL,19.95,632.29,CA,6,US,0.0,0.0,0.0,False,2019-01-21,0
1305463,2019-01-21 20:50:24+00:00,OTHER,22.0,CHIP,4.43,0.0,IL,17,US,1.0,1.0,1.0,False,2019-01-21,0
1856345,2019-01-21 19:45:34+00:00,ECOMMERCE,28.0,MANUAL,71.5,83.33,WA,53,US,0.0,0.0,0.0,False,2019-01-21,0
1490874,2019-01-21 20:50:18+00:00,ECOMMERCE,29.0,MANUAL,39.45,2586.07,NY,36,US,0.0,0.0,0.0,False,2019-01-21,0
1490870,2019-01-21 20:57:31+00:00,OTHER,33.0,CHIP,61.41,341.12,NY,36,US,1.0,1.0,1.0,False,2019-01-21,0
563546,2019-01-21 03:47:05+00:00,ECOMMERCE,27.0,MANUAL,15.38,50.83,AR,5,US,0.0,0.0,0.0,False,2019-01-21,0
894250,2019-01-21 05:24:19+00:00,OTHER,35.0,CHIP,15.98,127.13,CA,6,US,1.0,1.0,0.0,False,2019-01-21,0
894180,2019-01-21 07:36:18+00:00,ECOMMERCE,23.0,MANUAL,1.48,0.0,CA,6,US,0.0,0.0,0.0,False,2019-01-21,0
114177,2019-01-21 21:43:18+00:00,OTHER,13.0,CHIP,7.48,10.74,IN,18,US,1.0,1.0,1.0,False,2019-01-21,0
563488,2019-01-21 09:38:48+00:00,ECOMMERCE,38.0,MANUAL,20.43,520.88,AR,5,US,0.0,0.0,0.0,False,2019-01-21,0
563449,2019-01-21 16:29:15+00:00,ECOMMERCE,16.0,MANUAL,23.98,1841.29,AR,5,US,0.0,0.0,0.0,False,2019-01-21,0
563418,2019-01-21 21:07:34+00:00,ECOMMERCE,23.0,MANUAL,31.79,496.9,AR,5,US,0.0,0.0,0.0,False,2019-01-21,0
1083012,2019-01-21 22:42:01+00:00,OTHER,28.0,CHIP,88.74,260.72,FL,12,US,1.0,1.0,1.0,False,2019-01-21,0
894092,2019-01-21 11:22:49+00:00,ECOMMERCE,16.0,MANUAL,21.64,812.14,CA,6,US,0.0,0.0,0.0,False,2019-01-21,0
563587,2019-01-21 00:06:32+00:00,ECOMMERCE,23.0,MANUAL,37.12,10477.81,AR,5,US,0.0,0.0,0.0,False,2019-01-21,0
1083033,2019-01-21 19:33:36+00:00,OTHER,27.0,CHIP,15.39,87.69,FL,12,US,1.0,1.0,1.0,False,2019-01-21,0
