key,user_transaction_time,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,acceptor_state,cardholder_presence,card_presence,partial_approval_capable,pin_present,cc_acceptor_country
a0b5967b-73c7-43a5-aad4-c71b93e045f3,2022-03-25T00:50:52Z,ECOMMERCE,1,CARD_ON_FILE,4.28,4.47,NY,36,0,0,0,false,US
decdf96b-d306-416c-8de6-6ba5e2dda5ef,2022-03-25T00:49:49Z,ECOMMERCE,1,CARD_ON_FILE,9.71,75.64,CA,06,0,0,0,false,US
999daf2b-5c4a-4672-be97-901b9ce9742d,2022-03-25T00:49:31Z,OTHER,1,CHIP,37.5,0.0,PA,42,1,1,1,false,US
1ff1b26f-cfb4-4c8b-bb7c-204422b6c9d5,2022-03-25T00:49:21Z,ECOMMERCE,2,MANUAL,12.58,230.61,OH,39,0,0,0,false,US
50ed2152-156f-4b19-b9c8-efa454b45238,2022-03-25T00:48:59Z,ECOMMERCE,1,CARD_ON_FILE,6.45,8.75,NY,36,0,0,0,false,US
1edde05d-4696-45ae-baa9-e1517a9286f6,2022-03-25T00:47:00Z,MOTO,10,CARD_ON_FILE,95.64,0.0,IL,17,0,0,0,false,US
1240fbc0-d646-4b12-a49b-ad7f7292cea7,2022-03-25T00:46:24Z,MOTO,2,CARD_ON_FILE,350.0,0.0,CA,06,0,0,0,false,US
dc63a40e-3780-4e09-b109-a30f3200d0aa,2022-03-25T00:46:19Z,ECOMMERCE,1,CARD_ON_FILE,6.08,15.2,NY,36,0,0,0,false,US
58d8649c-3a7b-4a81-ba3d-856f942333c2,2022-03-25T00:43:21Z,ECOMMERCE,1,CARD_ON_FILE,4.83,34.17,NY,36,0,0,0,false,US
4f740951-cb87-4d93-9997-2f71a0c3fbcd,2022-03-25T00:40:47Z,ECOMMERCE,2,MANUAL,13.46,124.24,OH,39,0,0,0,false,US
f98011ae-1406-4da2-a3d1-4fd5d032ef47,2022-03-25T00:40:21Z,ECOMMERCE,1,CARD_ON_FILE,3.8,21.28,NY,36,0,0,0,false,US
1f5b0e1f-ef3d-4702-8218-f4f4c57acc89,2022-03-25T00:38:46Z,OTHER,8,CHIP,1214.19,743.5,FL,12,1,1,1,false,US
153f50f4-dda0-4621-abd3-19143671356b,2022-03-25T00:38:00Z,ECOMMERCE,2,MANUAL,13.46,323.96,OH,39,0,0,0,false,US
263d763c-105f-41f3-a2bb-c9cfe770491f,2022-03-25T00:36:34Z,OTHER,4,CHIP,36.02,3.73,AZ,04,1,1,0,false,US
eb307b45-6a2f-4666-a64a-2f1d84f68c63,2022-03-25T00:36:33Z,ECOMMERCE,2,MANUAL,13.46,310.5,OH,39,0,0,0,false,US
46cfe681-5a34-4a4b-93b1-57d8ef9f97d6,2022-03-25T00:34:49Z,ECOMMERCE,2,MANUAL,13.62,463.59,OH,39,0,0,0,false,US
27ce7f11-1721-4864-9068-a2765c8b18e3,2022-03-25T00:32:42Z,ECOMMERCE,2,MANUAL,12.58,164.94,OH,39,0,0,0,false,US
abdbc6ba-637e-47e2-b839-bfcf01c90190,2022-03-25T00:31:05Z,OTHER,10,CHIP,25.0,80.44,CA,06,1,1,1,false,US
39a3e3c0-aa71-4e5e-90a8-f12e87030740,2022-03-25T00:30:10Z,ECOMMERCE,2,MANUAL,12.58,364.09,OH,39,0,0,0,false,US
8d79a390-d097-4891-b233-7b520b970ef6,2022-03-25T00:26:13Z,ECOMMERCE,10,MANUAL,79.02,152.28,WA,53,0,0,0,false,US
bc8c6f4e-fc0b-4a6d-bae7-ffa70e2e9a14,2022-03-25T00:25:10Z,ECOMMERCE,2,MANUAL,13.43,531.24,OH,39,0,0,0,false,US
edf745bb-2f8d-4deb-b8fd-39994375305a,2022-03-25T00:23:42Z,ECOMMERCE,4,MANUAL,27.05,177.52,OH,39,0,0,0,false,US
14a3d450-8735-4df2-8f1e-b9197d4ce366,2022-03-25T00:22:18Z,ECOMMERCE,1,MANUAL,8.85,12.0,WY,56,0,0,0,false,US
32fd9f37-9ddf-4ed6-a983-a544492dc4b6,2022-03-25T00:21:55Z,ECOMMERCE,2,MANUAL,13.46,204.57,OH,39,0,0,0,false,US
c834ced1-e3cb-4e95-a83f-8fbd47b1b930,2022-03-25T00:19:50Z,ECOMMERCE,4,MANUAL,27.05,97.19,OH,39,0,0,0,false,US
9b756421-1aac-42af-9b58-22c628a6220a,2022-03-25T00:19:19Z,ECOMMERCE,2,MANUAL,36.04,17.0,IN,18,0,0,0,false,US
f05bedf1-7b6c-4329-ad54-1ef1ef4e6343,2022-03-25T00:17:44Z,ECOMMERCE,2,MANUAL,13.62,437.39,OH,39,0,0,0,false,US
cca3f9eb-d6ea-4905-b163-47dbec852d48,2022-03-25T00:15:48Z,ECOMMERCE,2,MANUAL,13.81,477.21,OH,39,0,0,0,false,US
8159777b-314d-4ba0-8bd8-f085cc142eaa,2022-03-25T00:14:45Z,ECOMMERCE,3,MANUAL,42.25,255.41,WA,53,0,0,0,false,US
9808ec0b-6344-4143-9225-a427241160e3,2022-03-25T00:13:58Z,ECOMMERCE,1,CARD_ON_FILE,8.21,31.67,CA,06,0,0,0,false,US
d140d05f-f157-4435-ba69-1b0195262dcd,2022-03-25T00:13:47Z,OTHER,1,CHIP,24.88,0.0,KY,21,1,1,0,false,US
38dc5312-372a-4225-9589-e74907c211f5,2022-03-25T00:13:45Z,ECOMMERCE,1,MANUAL,13.62,403.65,OH,39,0,0,0,false,US
c12ab8ee-3fad-4d4f-ae24-8f579a04369d,2022-03-25T00:12:18Z,ECOMMERCE,5,MANUAL,67.31,243.19,OH,39,0,0,0,false,US
1e09d629-7fc8-4ed8-8cc3-527a12350bf4,2022-03-25T00:12:13Z,ECOMMERCE,1,CARD_ON_FILE,21.01,389.12,KY,21,0,0,0,false,US
2ed12b15-5633-43f5-a479-221e4ac1c8b7,2022-03-25T00:10:11Z,ECOMMERCE,1,MANUAL,13.55,504.36,OH,39,0,0,0,false,US
0e71fbc7-2bad-4fbf-b7ab-1148c911871a,2022-03-25T00:08:31Z,ECOMMERCE,1,MANUAL,13.71,376.67,OH,39,0,0,0,false,US
a57e0d83-499a-45ee-9209-9eae49d3405d,2022-03-25T00:08:27Z,OTHER,6,CHIP,166.58,0.0,FL,12,1,1,0,false,US
b1d642e1-7545-4012-919e-5224c9da71f8,2022-03-25T00:08:15Z,OTHER,1,CHIP,341.34,415.07,TX,48,1,1,1,false,US
06d06dcd-7abe-4aa4-b72a-1e8cb0b54d6e,2022-03-25T00:07:57Z,OTHER,4,CHIP,22.13,0.0,IL,17,1,1,1,false,US
c3db1968-286e-4985-85bc-265eff8d0f1a,2022-03-25T00:06:51Z,OTHER,1,CHIP,19.44,10.81,SC,45,1,1,1,false,US
bf81984b-297f-4f1e-95e1-bbf2968f84ff,2022-03-25T00:06:00Z,ECOMMERCE,3,MANUAL,26.67,337.42,OH,39,0,0,0,false,US
9e931fcc-5124-4921-a701-2d80f7454361,2022-03-25T00:05:50Z,ECOMMERCE,20,MANUAL,930.92,1153.96,FL,12,0,0,0,false,US
f12640d1-3435-4713-b5f1-3fd1239659a3,2022-03-25T00:05:26Z,ECOMMERCE,2,CARD_ON_FILE,9.91,80.43,CA,06,0,0,0,false,US
0036f10c-9dfa-4967-b725-11f6ba867219,2022-03-25T00:03:43Z,ECOMMERCE,1,MANUAL,13.27,390.38,OH,39,0,0,0,false,US
da5ace66-4783-4163-8c33-6b161eb7a42c,2022-03-25T00:02:07Z,MOTO,8,CARD_ON_FILE,1667.18,562.77,ID,16,0,0,0,false,US
a521025c-aac3-4fce-9040-fb136ef4bb35,2022-03-24T23:59:05Z,ECOMMERCE,1,MANUAL,20.12,417.27,OH,39,0,0,0,false,US
562af540-3c01-4fa5-8dfa-d5d5101a22f2,2022-03-24T23:56:45Z,ECOMMERCE,1,MANUAL,13.62,151.32,OH,39,0,0,0,false,US
a9a2789d-ea24-4e4b-a8d9-293ac264f092,2022-03-24T23:55:38Z,OTHER,1,CHIP,17.25,13.77,NC,37,1,1,1,false,US
ef96dc4f-6a86-463b-a75e-ecb62fa76edd,2022-03-24T23:55:34Z,OTHER,1,CHIP,17.54,371.58,KY,21,1,1,1,false,US
0335f1e3-9696-41e7-bd08-0bab26623ece,2022-03-24T23:55:01Z,ECOMMERCE,1,MANUAL,12.58,451.01,OH,39,0,0,0,false,US
d0647dad-e106-4d4a-8088-166f85448aa2,2022-03-24T23:53:58Z,ECOMMERCE,1,CARD_ON_FILE,13.02,288.09,CA,06,0,0,0,false,US
4b55d8a2-894c-47d5-91d0-7ce9e9b24170,2022-03-24T23:51:34Z,OTHER,21,CHIP_FALLBACK,194.63,8.99,TX,48,1,1,0,false,US
870c7411-da05-4074-97af-9217e6b900bd,2022-03-24T23:51:12Z,ECOMMERCE,1,CARD_ON_FILE,22.6,239.72,CA,06,0,0,0,false,US
35011040-21f1-4516-88dd-4c7e441f61a4,2022-03-24T23:48:29Z,ECOMMERCE,3,MANUAL,173.1,408.52,WA,53,0,0,0,false,US
f82125a0-1e9f-434c-bd21-3c81ba87d2bc,2022-03-24T23:45:53Z,OTHER,8,CHIP,32.0,306.99,TX,48,1,1,0,false,US
f7b71309-1e7b-4475-9d8f-a1318fd59f86,2022-03-24T23:44:12Z,ECOMMERCE,12,MANUAL,61.06,1256.17,WA,53,0,0,0,false,US
57b92b77-90ec-4d55-baa8-d0a7a7c94daa,2022-03-24T23:43:06Z,OTHER,14,CHIP,66.88,564.92,FL,12,1,1,1,false,US
c3e1b1bf-b532-44f1-bbe6-ea75b50f9d57,2022-03-24T23:41:57Z,OTHER,19,CHIP_FALLBACK,8.78,759.04,NV,32,1,1,1,false,US
64551b8d-71e0-4f3f-891d-3a072de12c6d,2022-03-24T23:40:56Z,OTHER,9,CHIP,28.87,62.34,GA,13,1,1,1,false,US
1b32e9d7-342f-4523-ad7d-29a418dd822e,2022-03-24T23:36:30Z,ECOMMERCE,3,CARD_ON_FILE,48.62,0.01,CA,06,0,0,0,false,US
57f5214a-2500-4c4d-b816-8cb77774a041,2022-03-24T23:36:11Z,ECOMMERCE,9,CARD_ON_FILE,466.1,1129.97,CA,06,0,0,0,false,US
dd893bd6-b640-4876-b3c7-7ba4452c8120,2022-03-24T23:32:40Z,OTHER,8,CHIP,30.74,513.69,TN,47,1,1,1,false,US
89d3b310-0961-455f-9696-8576b0a25fac,2022-03-24T23:28:45Z,OTHER,3,CHIP,30.0,0.0,OH,39,1,1,1,false,US
d20addf4-fe52-4629-a032-f50815ca3158,2022-03-24T23:25:46Z,OTHER,4,CHIP,624.22,58.54,CA,06,1,1,0,false,US
0a92e42c-1b63-4e75-b005-978c1a09e044,2022-03-24T23:25:18Z,OTHER,5,CHIP,259.6,91.62,MI,26,1,1,1,false,US
f5b99795-ac20-4a6a-9e7a-71b9894cc793,2022-03-24T23:22:35Z,ECOMMERCE,1,MANUAL,10.28,8440.94,FL,12,0,0,0,false,US
f219edb1-6fcc-4904-b802-506ca145a3db,2022-03-24T22:59:31Z,ECOMMERCE,5,MANUAL,464.23,29.54,CA,06,0,0,0,false,US
cb1b2573-6047-408a-b631-b4a575e5678f,2022-03-24T22:55:52Z,ECOMMERCE,3,MANUAL,24.99,1521.5,WA,53,0,0,0,false,US
3ce186c3-9e7f-4dbc-93b9-1abc598715f1,2022-03-24T22:54:11Z,OTHER,3,CHIP,16.37,1306.19,NJ,34,1,1,0,false,US
10f32b23-1813-43fa-9069-317df7f0204d,2022-03-24T22:53:43Z,OTHER,7,CHIP,49.75,564.43,TX,48,1,1,1,false,US
7d7408ca-ae30-4395-adb2-ba4202f79d74,2022-03-24T22:52:56Z,ECOMMERCE,1,MANUAL,11.94,1647.26,WA,53,0,0,0,false,US
b077059f-53b3-4e34-8fba-358d27ca2d62,2022-03-24T22:52:02Z,ECOMMERCE,1,CARD_ON_FILE,3.87,419.56,CA,06,0,0,0,false,US
2cd41c97-8987-4cbf-bb3c-e8d93dd9be63,2022-03-24T22:50:01Z,ECOMMERCE,2,CARD_ON_FILE,7.78,0.0,CA,06,0,0,0,false,US
78a5d419-7ebc-48a0-983c-61dec213ed75,2022-03-24T22:49:30Z,ECOMMERCE,1,MANUAL,9.99,0.0,WA,53,0,0,0,false,US
f2a74977-09bf-498b-846d-93327a436c9a,2022-03-24T22:44:29Z,OTHER,1,CHIP,64.16,30.52,NC,37,1,1,1,false,US
24da473a-5af4-4916-9613-34adecf5217e,2022-03-24T22:44:27Z,ECOMMERCE,2,MANUAL,33.03,1589.32,WA,53,0,0,0,false,US
b6168912-f2f9-4c4a-8442-1932beafccdc,2022-03-24T22:35:30Z,ECOMMERCE,20,CARD_ON_FILE,23.0,29561.42,,,0,0,0,false,GB
bcf42b19-f851-4b6b-b2a6-67a435d6fa04,2022-03-24T22:35:14Z,OTHER,9,CHIP,70.94,91.21,GA,13,1,1,1,false,US
dfd67d55-0188-4993-9cb6-8e0b3cea7e77,2022-03-24T22:34:41Z,OTHER,10,CHIP,163.08,0.0,NC,37,1,1,1,false,US
079cac96-7fd2-422a-a63b-f20f00f6bfdf,2022-03-24T22:32:29Z,ECOMMERCE,11,CARD_ON_FILE,103.2,0.0,GA,13,0,0,0,false,US
ce9e3fcf-0a6b-4f5f-9fae-e41ec9b1d02a,2022-03-24T22:32:18Z,ECOMMERCE,15,CARD_ON_FILE,128.11,296.45,CA,06,0,0,0,false,US
58f620ff-e9ac-4ac9-a81b-8fd49d07f06f,2022-03-24T22:30:05Z,ECOMMERCE,1,CARD_ON_FILE,3.0,173.01,CA,06,0,0,0,false,US
1d05c8ea-c4ec-4465-96d7-61582fa0dd0d,2022-03-24T22:28:43Z,OTHER,1,CHIP,9.56,311.07,NE,31,1,1,0,false,US
a9261f4e-04bf-4030-bf1d-8c7fc13aca04,2022-03-24T22:27:21Z,OTHER,7,CHIP,77.24,377.72,TX,48,1,1,1,false,US
3b20953c-7032-4e97-9e7f-df0c7ece6c71,2022-03-24T22:26:14Z,ECOMMERCE,14,CARD_ON_FILE,15.0,29584.42,,,0,0,0,false,GB
a97f3abc-6394-43c7-a0f1-77f67314434d,2022-03-24T22:25:32Z,ECOMMERCE,2,MANUAL,53.37,1522.06,WA,53,0,0,0,false,US
bf7d0b61-0a3e-436e-af45-cf2d3f6eaedd,2022-03-24T22:24:47Z,ECOMMERCE,2,MANUAL,12.91,463.28,TN,47,0,0,0,false,US
f4d5cbec-9122-421d-9184-43bfb2d9d919,2022-03-24T22:24:25Z,ECOMMERCE,1,MANUAL,7.99,53.04,WA,53,0,0,0,false,US
c443effc-9914-4acb-a18e-d82d723dbc58,2022-03-24T22:23:03Z,ECOMMERCE,21,CARD_ON_FILE,141.4,0.0,PA,42,0,0,0,false,US
50efd423-42e7-4e15-a4da-40a90a25fe57,2022-03-24T22:21:51Z,OTHER,2,CHIP,27.06,279.93,TX,48,1,1,0,false,US
45fa5da5-225e-4bc5-a985-a3c417df34b1,2022-03-24T22:21:30Z,OTHER,2,CHIP,187.35,216.87,CA,06,1,1,0,false,US
b5a2188f-4fc7-4ba0-8c5a-3a409784c729,2022-03-24T22:16:27Z,ECOMMERCE,1,CARD_ON_FILE,18.88,39.88,CA,06,0,0,0,false,US
095b23d5-41a8-4683-b716-aceaad6144b6,2022-03-24T22:13:27Z,ECOMMERCE,1,CARD_ON_FILE,9.73,21.94,CA,06,0,0,0,false,US
924c12ff-183a-4798-8fda-51e5fa56059e,2022-03-24T22:11:37Z,OTHER,1,CHIP,29.88,75.03,MD,24,1,1,0,false,US
bfd0cf45-b1ad-4d04-8c88-ca10a625ed8f,2022-03-24T22:11:03Z,OTHER,2,CHIP,66.7,1957.69,FL,12,1,1,1,false,US
4d807888-b0ea-4d04-8f2f-d66a2f5b4f9a,2022-03-24T22:07:29Z,ECOMMERCE,1,MANUAL,21.9,8700.25,FL,12,0,0,0,false,US
9e971134-a4a8-43ac-a945-74cec16bb578,2022-03-24T22:04:01Z,ECOMMERCE,1,MANUAL,13.89,1575.43,WA,53,0,0,0,false,US
7a077d5d-f037-421a-9e80-658fb5ebd14e,2022-03-24T22:02:59Z,OTHER,19,CHIP,6.9,22.5,CA,06,1,1,0,false,US
ef821090-55f9-4055-b127-a80ae5822a76,2022-03-24T22:02:09Z,ECOMMERCE,1,MANUAL,13.11,8451.22,FL,12,0,0,0,false,US
c2d38f17-da54-4fe0-8901-8f6d5e8f7d5f,2022-03-24T21:54:46Z,ECOMMERCE,2,MANUAL,31.13,8464.33,FL,12,0,0,0,false,US
92607acd-db93-4562-b53c-73e2f4ffdb96,2022-03-24T21:53:45Z,OTHER,2,CHIP,7.06,28.76,VA,51,1,1,1,false,US
e4e82c86-b2e3-4d2d-b247-aa05db5cedd4,2022-03-24T21:53:10Z,ECOMMERCE,8,MANUAL,61.06,715.88,WA,53,0,0,0,false,US
50fe9321-2556-4d8b-ac6a-45a301e3a5e6,2022-03-24T21:53:06Z,ECOMMERCE,2,CARD_ON_FILE,18.6,208.31,FL,12,0,0,0,false,US
1309b32a-b8de-40aa-901b-b5d4c806f875,2022-03-24T21:52:12Z,ECOMMERCE,2,MANUAL,9.99,0.0,WA,53,0,0,0,false,US
2aa05c87-33cb-44f3-b700-be567c62eed3,2022-03-24T21:51:24Z,ECOMMERCE,1,MANUAL,17.48,1736.17,WA,53,0,0,0,false,US
bd19e84b-21b7-47d0-8fec-1ae94a1dadb7,2022-03-24T21:51:03Z,ECOMMERCE,2,CARD_ON_FILE,17.67,172.21,FL,12,0,0,0,false,US
45996e84-96cf-4323-b108-8af1aa4a4d95,2022-03-24T21:49:33Z,ECOMMERCE,4,CARD_ON_FILE,30.98,226.91,FL,12,0,0,0,false,US
cfd9414e-ff57-46e7-acbe-677bff08fa38,2022-03-24T21:46:12Z,MOTO,2,MANUAL,16.22,1615.52,TX,48,0,0,1,false,US
