,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,cc_acceptor_country,cardholder_presence,card_presence,partial_approval_capable,pin_present,date,is_fraud,hour,month,dayofweek,year
37,2,57.0,1,24.95,370.87,39,33,1,1,1,0,2018-12-25,0,17,12,1,2018
38,0,29.0,4,32.95,867.5,10,33,0,0,0,0,2018-12-25,0,6,12,1,2018
39,2,28.0,1,5.97,0.0,10,33,1,1,1,0,2018-12-25,0,5,12,1,2018
40,0,33.0,4,39.0,3767.11,7,33,0,0,0,0,2018-12-25,0,7,12,1,2018
41,0,26.0,4,34.66,3.22,40,33,0,0,0,0,2018-12-25,0,2,12,1,2018
42,0,24.0,4,18.95,2253.49,10,33,0,0,0,0,2018-12-25,0,23,12,1,2018
43,2,26.0,3,31.33,49.95,51,33,1,1,1,0,2018-12-25,0,21,12,1,2018
44,0,32.0,4,30.99,4846.8,10,33,0,0,0,0,2018-12-27,0,19,12,3,2018
45,0,31.0,4,31.9,5251.55,10,33,0,0,0,0,2018-12-27,0,18,12,3,2018
46,2,31.0,1,21.7,0.0,40,33,1,1,1,0,2018-12-27,0,17,12,3,2018
47,0,16.0,4,26.99,236.48,56,33,0,0,0,0,2018-12-27,0,9,12,3,2018
48,2,24.0,1,12.0,26.63,10,33,0,0,1,0,2018-12-27,0,18,12,3,2018
49,0,23.0,4,50.0,0.0,39,33,0,0,0,0,2018-12-27,0,16,12,3,2018
50,2,61.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
51,2,76.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
52,2,78.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
53,2,17.0,1,37.59,356.37,26,33,1,1,1,0,2018-12-27,0,19,12,3,2018
54,0,14.0,4,51.79,172.25,21,33,0,0,0,0,2018-12-27,0,17,12,3,2018
55,0,4.0,4,4.98,405.62,10,33,0,0,0,0,2018-12-27,0,8,12,3,2018
56,2,86.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
57,0,34.0,4,38.94,3889.49,36,33,0,0,0,0,2018-12-27,0,22,12,3,2018
58,0,28.0,4,13.99,3218.4,10,33,0,0,0,0,2018-12-27,0,4,12,3,2018
59,2,25.0,4,7.9,3443.02,40,33,0,0,0,0,2018-12-27,0,15,12,3,2018
60,0,22.0,5,25.0,34.91,51,33,0,0,0,0,2018-12-27,0,17,12,3,2018
61,0,16.0,4,25.0,555.82,10,33,0,0,0,0,2018-12-27,0,21,12,3,2018
62,0,25.0,4,49.69,1089.83,10,33,0,0,0,0,2018-12-27,0,19,12,3,2018
63,0,22.0,4,521.88,284.16,10,33,0,0,1,0,2018-12-27,0,13,12,3,2018
64,0,35.0,4,38.0,341.97,7,33,0,0,0,0,2018-12-27,0,5,12,3,2018
65,2,22.0,3,1.9,0.0,21,33,1,1,0,0,2018-12-27,0,16,12,3,2018
66,2,64.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
67,0,27.0,4,69.99,7677.69,7,33,0,0,0,0,2018-12-27,0,9,12,3,2018
68,2,83.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
69,2,83.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
70,2,83.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
71,2,43.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
72,2,64.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
73,2,86.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
74,2,78.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
75,2,76.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
76,2,61.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
77,0,12.0,4,19.04,3849.85,40,33,0,0,0,0,2018-12-27,0,13,12,3,2018
78,2,25.0,3,10.01,49.63,51,33,1,1,1,0,2018-12-27,0,3,12,3,2018
79,2,23.0,1,8.07,457.53,11,33,1,1,1,0,2018-12-27,0,22,12,3,2018
80,0,37.0,4,53.8,737.52,7,33,0,0,0,0,2018-12-27,0,7,12,3,2018
81,0,25.0,4,123.26,2378.31,7,33,0,0,0,0,2018-12-27,0,1,12,3,2018
82,0,32.0,4,23.11,1872.2,10,33,0,0,0,0,2018-12-27,0,2,12,3,2018
83,0,17.0,4,53.73,660.87,25,33,0,0,0,0,2018-12-27,0,0,12,3,2018
84,0,28.0,4,23.0,7364.32,10,33,0,0,0,0,2018-12-27,0,20,12,3,2018
85,0,30.0,4,37.99,3564.63,10,33,0,0,0,0,2018-12-27,0,9,12,3,2018
86,0,32.0,4,50.65,1241.72,10,33,0,0,0,0,2018-12-27,0,16,12,3,2018
87,0,31.0,4,31.5,6637.09,10,33,0,0,0,0,2018-12-27,0,17,12,3,2018
88,0,47.0,4,12.07,3660.4,7,33,0,0,0,0,2018-12-27,0,17,12,3,2018
89,2,83.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
90,2,43.0,5,52.79,0.0,52,32,0,0,0,0,2018-12-27,1,0,12,3,2018
91,2,29.0,4,10.09,2883.29,40,33,0,0,0,0,2018-12-27,0,18,12,3,2018
92,0,27.0,4,1320.0,2.0,26,33,0,0,0,0,2018-12-27,0,16,12,3,2018
93,0,31.0,4,35.99,3528.64,10,33,0,0,0,0,2018-12-27,0,10,12,3,2018
94,2,21.0,1,432.0,963.91,10,33,1,1,1,0,2018-12-27,0,19,12,3,2018
95,0,30.0,4,39.0,7853.79,7,33,0,0,0,0,2018-12-27,0,14,12,3,2018
96,0,32.0,4,25.87,9263.97,7,33,0,0,0,0,2018-12-27,0,23,12,3,2018
97,0,33.0,4,30.9,430.26,10,33,0,0,0,0,2018-12-27,0,18,12,3,2018
98,0,29.0,4,30.25,3265.19,10,33,0,0,0,0,2018-12-27,0,4,12,3,2018
99,2,23.0,1,59.83,11.83,51,33,1,1,1,0,2018-12-27,0,3,12,3,2018
100,0,27.0,4,30.99,5950.79,10,33,0,0,0,0,2018-12-27,0,16,12,3,2018
101,0,10.0,4,3.23,0.0,10,33,0,0,0,0,2018-12-27,0,22,12,3,2018
102,0,10.0,4,13.16,1129.17,56,33,0,0,0,0,2018-12-27,0,21,12,3,2018
103,2,27.0,1,3.59,323.72,40,33,1,1,1,0,2018-12-27,0,20,12,3,2018
104,2,27.0,1,7.53,30.0,10,33,1,1,0,0,2018-12-27,0,16,12,3,2018
105,0,32.0,5,15.88,8255.71,10,33,0,0,0,0,2018-12-27,0,18,12,3,2018
106,2,30.0,4,19.19,3713.58,40,33,0,0,0,0,2018-12-27,0,18,12,3,2018
107,0,26.0,4,37.65,851.1,10,33,0,0,0,0,2018-12-27,0,22,12,3,2018
108,0,33.0,4,40.0,1820.2,10,33,0,0,0,0,2018-12-27,0,21,12,3,2018
109,0,31.0,4,35.8,1525.38,7,33,0,0,0,0,2018-12-27,0,3,12,3,2018
110,0,29.0,4,30.99,5021.7,10,33,0,0,0,0,2018-12-27,0,18,12,3,2018
111,0,32.0,5,28.0,8227.71,10,33,0,0,0,0,2018-12-27,0,19,12,3,2018
112,0,27.0,4,27.5,270.85,10,33,0,0,0,0,2018-12-27,0,4,12,3,2018
113,0,35.0,4,40.45,1878.86,40,33,0,0,0,0,2018-12-27,0,18,12,3,2018
114,2,30.0,1,5.66,5.1,36,33,1,1,1,0,2018-12-27,0,20,12,3,2018
115,0,29.0,4,9.49,5914.35,10,33,0,0,0,0,2018-12-27,0,16,12,3,2018
116,0,33.0,4,63.92,1116.62,7,33,0,0,0,0,2018-12-27,0,6,12,3,2018
117,0,30.0,4,14.0,2778.46,10,33,0,0,0,0,2018-12-27,0,5,12,3,2018
118,0,47.0,4,106.63,3419.83,7,33,0,0,0,0,2018-12-27,0,3,12,3,2018
119,0,36.0,4,496.5,867.31,20,33,0,0,0,0,2018-12-27,0,10,12,3,2018
120,2,29.0,4,60.87,3990.19,40,33,0,0,0,0,2018-12-27,0,18,12,3,2018
121,0,14.0,4,34.0,127.63,10,33,0,0,0,0,2019-01-20,0,14,1,6,2019
122,0,23.0,4,1.34,4.02,52,11,0,0,0,0,2019-01-20,0,22,1,6,2019
123,0,17.0,4,7.99,2741.99,56,33,0,0,0,0,2019-01-20,0,1,1,6,2019
124,0,19.0,4,10.0,143.99,10,33,0,0,0,0,2019-01-20,0,2,1,6,2019
125,0,27.0,4,25.49,2409.07,56,33,0,0,0,0,2019-01-20,0,1,1,6,2019
126,2,21.0,1,21.74,42.85,54,33,1,1,0,0,2019-01-20,0,19,1,6,2019
127,2,28.0,1,248.51,420.34,48,33,1,1,0,0,2019-01-20,0,3,1,6,2019
128,2,74.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-20,1,0,1,6,2019
129,0,27.0,4,38.25,223.19,7,33,0,0,0,0,2019-01-20,0,5,1,6,2019
130,0,21.0,4,25.49,2383.58,56,33,0,0,0,0,2019-01-20,0,1,1,6,2019
131,2,29.0,4,561.71,1439.7,52,3,0,0,0,0,2019-01-20,0,4,1,6,2019
132,0,15.0,4,32.5,4637.92,10,33,0,0,0,0,2019-01-20,0,6,1,6,2019
133,2,30.0,1,182.6,369.4,54,33,1,1,0,0,2019-01-20,0,18,1,6,2019
134,2,30.0,1,16.55,194.77,50,33,1,1,0,0,2019-01-20,0,2,1,6,2019
135,2,31.0,1,31.22,112.18,15,33,1,1,1,0,2019-01-20,0,20,1,6,2019
136,2,74.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-20,1,0,1,6,2019
137,2,29.0,1,20.0,48.48,10,33,1,1,0,0,2019-01-20,0,0,1,6,2019
138,0,18.0,4,53.98,6346.39,10,33,0,0,0,0,2019-01-20,0,17,1,6,2019
139,2,22.0,1,48.52,50.0,28,33,1,1,1,0,2019-01-20,0,20,1,6,2019
140,2,23.0,1,9.7,0.0,51,33,1,1,1,0,2019-01-20,0,18,1,6,2019
141,0,5.0,4,2.0,5828.44,53,33,0,0,0,0,2019-01-20,0,17,1,6,2019
142,0,29.0,4,48.51,13390.24,7,33,0,0,0,0,2019-01-20,0,2,1,6,2019
143,0,8.0,4,48.41,4.64,40,33,0,0,0,0,2019-01-20,0,23,1,6,2019
144,0,29.0,4,52.31,1395.91,36,33,0,0,0,0,2019-01-20,0,22,1,6,2019
145,0,34.0,4,109.9,973.76,10,33,0,0,0,0,2019-01-20,0,0,1,6,2019
146,0,21.0,4,32.5,7250.69,10,33,0,0,0,0,2019-01-20,0,14,1,6,2019
147,0,35.0,4,35.07,417.8,7,33,0,0,0,0,2019-01-20,0,5,1,6,2019
148,0,31.0,4,84.99,8459.36,7,33,0,0,0,0,2019-01-20,0,0,1,6,2019
149,2,22.0,1,33.33,81.72,56,33,1,1,0,0,2019-01-20,0,19,1,6,2019
150,2,22.0,1,10.0,0.0,23,33,1,1,1,0,2019-01-20,0,18,1,6,2019
151,2,28.0,1,17.08,844.83,10,33,1,1,1,0,2019-01-20,0,1,1,6,2019
152,2,20.0,1,4.04,0.0,21,33,1,1,1,0,2019-01-20,0,23,1,6,2019
153,2,25.0,1,3.16,46.64,51,33,1,1,1,0,2019-01-20,0,4,1,6,2019
154,0,33.0,4,47.54,540.15,7,33,0,0,0,0,2019-01-20,0,5,1,6,2019
155,0,16.0,4,31.92,761.76,7,33,0,0,0,0,2019-01-20,0,1,1,6,2019
156,0,18.0,4,32.5,5081.49,10,33,0,0,0,0,2019-01-20,0,5,1,6,2019
157,0,29.0,4,163.07,820.06,53,33,0,0,0,0,2019-01-20,0,19,1,6,2019
158,0,23.0,4,112.34,10595.62,7,33,0,0,0,0,2019-01-20,0,22,1,6,2019
159,0,13.0,4,30.5,15.79,56,33,0,0,0,0,2019-01-20,0,13,1,6,2019
160,0,28.0,4,64.34,1714.14,7,33,0,0,0,0,2019-01-20,0,3,1,6,2019
161,0,14.0,4,38.95,25.0,20,33,0,0,0,0,2019-01-20,0,7,1,6,2019
162,0,27.0,4,25.83,363.47,10,33,0,0,0,0,2019-01-20,0,19,1,6,2019
163,0,26.0,4,36.45,109.35,59,33,0,0,0,0,2019-01-20,0,18,1,6,2019
164,0,27.0,4,44.48,2061.71,36,33,0,0,0,0,2019-01-20,0,22,1,6,2019
165,0,9.0,4,50.72,259.49,41,33,0,0,0,0,2019-01-21,0,8,1,0,2019
166,2,14.0,1,12.0,2.87,8,33,1,1,1,0,2019-01-21,0,21,1,0,2019
167,2,31.0,1,27.35,348.85,54,33,1,1,0,0,2019-01-21,0,19,1,0,2019
168,0,3.0,4,43.61,52.78,10,33,0,0,0,0,2019-01-21,0,18,1,0,2019
169,0,18.0,4,30.99,551.36,10,33,0,0,0,0,2019-01-21,0,6,1,0,2019
170,0,28.0,4,71.5,83.33,56,33,0,0,0,0,2019-01-21,0,19,1,0,2019
171,0,8.0,4,29.99,148.17,26,33,0,0,0,0,2019-01-21,0,5,1,0,2019
172,0,17.0,4,28.63,2263.36,7,33,0,0,0,0,2019-01-21,0,17,1,0,2019
173,2,13.0,1,3.82,1033.73,6,33,1,1,1,0,2019-01-21,0,20,1,0,2019
174,0,22.0,4,25.55,88.94,7,33,0,0,0,0,2019-01-21,0,15,1,0,2019
175,0,22.0,4,129.96,2383.08,56,33,0,0,0,0,2019-01-21,0,9,1,0,2019
176,0,3.0,4,21.48,1461.85,56,33,0,0,0,0,2019-01-21,0,8,1,0,2019
177,0,12.0,4,14.4,915.85,10,33,0,0,0,0,2019-01-21,0,2,1,0,2019
178,0,18.0,4,25.49,2434.56,56,33,0,0,0,0,2019-01-21,0,10,1,0,2019
179,0,23.0,4,31.49,3240.19,10,33,0,0,0,0,2019-01-21,0,7,1,0,2019
180,2,26.0,1,26.35,31.68,39,33,1,1,1,0,2019-01-21,0,21,1,0,2019
181,0,29.0,4,21.33,21.68,10,33,0,0,0,0,2019-01-21,0,15,1,0,2019
182,2,19.0,1,97.87,297.02,15,33,1,1,0,0,2019-01-21,0,18,1,0,2019
183,2,67.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
184,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
185,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
186,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
187,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
188,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
189,2,67.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
190,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
191,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
192,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
193,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
194,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
195,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
196,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
197,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
198,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-21,1,0,1,0,2019
199,0,10.0,4,225.37,0.0,57,33,0,0,0,0,2019-01-21,0,13,1,0,2019
200,0,12.0,4,9.99,480.48,56,33,0,0,0,0,2019-01-21,0,10,1,0,2019
201,2,11.0,4,6.42,250.46,25,33,0,0,0,0,2019-01-21,0,18,1,0,2019
202,0,26.0,4,15.4,0.04,36,33,0,0,0,0,2019-01-21,0,2,1,0,2019
203,2,36.0,1,23.15,6.62,15,33,1,1,1,0,2019-01-21,0,22,1,0,2019
204,0,30.0,4,10.23,1382.81,36,33,0,0,0,0,2019-01-21,0,5,1,0,2019
205,2,31.0,1,13.16,186.57,15,33,1,1,1,0,2019-01-21,0,0,1,0,2019
206,0,23.0,4,26.86,233.86,15,33,0,0,0,0,2019-01-21,0,19,1,0,2019
207,0,21.0,4,500.0,0.0,10,33,0,0,0,0,2019-01-21,0,23,1,0,2019
208,0,22.0,4,15.95,25.0,10,33,0,0,0,0,2019-01-21,0,10,1,0,2019
209,2,29.0,3,7.56,5.13,15,33,1,1,1,0,2019-01-21,0,23,1,0,2019
210,0,25.0,4,51.91,769.91,7,33,0,0,0,0,2019-01-21,0,20,1,0,2019
211,0,21.0,4,53.98,1257.68,7,33,0,0,0,0,2019-01-21,0,16,1,0,2019
212,0,24.0,4,49.99,4748.15,7,33,0,0,0,0,2019-01-21,0,9,1,0,2019
213,2,18.0,1,507.72,3095.45,8,33,1,1,1,0,2019-01-21,0,21,1,0,2019
214,0,22.0,4,30.0,3655.28,10,33,0,0,0,0,2019-01-21,0,7,1,0,2019
215,0,16.0,4,29.95,1360.69,10,33,0,0,0,0,2019-01-21,0,5,1,0,2019
216,0,25.0,4,105.0,0.0,40,33,0,0,0,0,2019-01-21,0,22,1,0,2019
217,0,34.0,4,13.55,1879.37,7,33,0,0,0,0,2019-01-21,0,23,1,0,2019
218,0,23.0,4,9.98,183.69,56,33,0,0,0,0,2019-01-21,0,16,1,0,2019
219,0,15.0,4,164.61,952.14,51,33,0,0,0,0,2019-01-21,0,19,1,0,2019
220,0,17.0,4,83.99,1319.32,53,33,0,0,0,0,2019-01-21,0,0,1,0,2019
221,2,8.0,4,32.25,2169.19,20,33,0,0,0,0,2019-01-21,0,20,1,0,2019
222,0,24.0,4,18.38,0.12,7,33,0,0,0,0,2019-01-21,0,3,1,0,2019
223,2,28.0,1,53.64,286.47,40,33,1,1,1,0,2019-01-21,0,21,1,0,2019
224,0,24.0,4,21.38,638.53,56,33,0,0,0,0,2019-01-21,0,2,1,0,2019
225,0,20.0,4,8.69,446.19,36,33,0,0,0,0,2019-01-21,0,4,1,0,2019
226,0,23.0,4,2.14,1480.67,36,33,0,0,0,0,2019-01-21,0,2,1,0,2019
227,0,22.0,4,8.46,380.38,36,33,0,0,0,0,2019-01-21,0,3,1,0,2019
228,0,3.0,4,12.88,96.39,10,33,0,0,0,0,2019-01-21,0,18,1,0,2019
229,0,17.0,4,24.0,497.37,10,33,0,0,0,0,2019-01-21,0,6,1,0,2019
230,0,20.0,4,8.54,411.93,36,33,0,0,0,0,2019-01-21,0,4,1,0,2019
231,0,21.0,4,35.95,3688.88,10,33,0,0,0,0,2019-01-21,0,7,1,0,2019
232,0,27.0,4,161.49,12066.91,53,33,0,0,0,0,2019-01-21,0,9,1,0,2019
233,2,25.0,1,344.09,762.76,29,33,1,1,1,0,2019-01-21,0,20,1,0,2019
234,0,22.0,4,29.99,3022.68,10,33,0,0,0,0,2019-01-21,0,7,1,0,2019
235,0,20.0,4,139.95,1154.42,10,33,0,0,0,0,2019-01-21,0,5,1,0,2019
236,2,6.0,1,20.41,56.65,40,33,1,1,0,0,2019-01-25,0,17,1,4,2019
237,0,22.0,4,25.03,318.0,56,33,0,0,0,0,2019-01-25,0,18,1,4,2019
238,0,25.0,4,57.75,951.99,40,33,0,0,0,0,2019-01-25,0,18,1,4,2019
239,0,22.0,4,9.95,0.0,10,33,0,0,0,0,2019-01-25,0,23,1,4,2019
240,2,12.0,4,23.74,4694.37,45,33,0,0,0,0,2019-01-25,0,18,1,4,2019
241,0,16.0,4,500.66,28.36,56,33,0,0,0,0,2019-01-25,0,17,1,4,2019
242,2,26.0,1,185.0,80.94,40,33,1,1,0,0,2019-01-25,0,16,1,4,2019
243,0,22.0,4,41.11,1220.14,56,33,0,0,0,0,2019-01-25,0,22,1,4,2019
244,0,17.0,5,1361.99,2621.59,35,33,0,0,0,0,2019-01-25,0,20,1,4,2019
245,2,89.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-25,1,0,1,4,2019
246,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-25,1,0,1,4,2019
247,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-25,1,0,1,4,2019
248,2,89.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-25,1,0,1,4,2019
249,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-25,1,0,1,4,2019
250,2,99.0,5,52.79,0.0,52,32,0,0,0,0,2019-01-25,1,0,1,4,2019
251,0,17.0,4,25.0,1.0,10,33,0,0,0,0,2019-01-25,0,17,1,4,2019
252,2,25.0,1,67.32,78.2,16,33,1,1,0,0,2019-01-25,0,22,1,4,2019
253,2,16.0,1,30.13,0.0,10,33,1,1,1,0,2019-01-25,0,19,1,4,2019
254,2,24.0,1,8.83,68.29,51,33,1,1,1,0,2019-01-25,0,19,1,4,2019
255,0,14.0,4,10.0,2650.16,10,33,0,0,0,0,2019-01-25,0,6,1,4,2019
256,0,13.0,4,38.41,203.05,7,33,0,0,0,0,2019-01-25,0,5,1,4,2019
257,2,25.0,4,33.78,304.53,40,33,0,0,0,0,2019-01-25,0,17,1,4,2019
258,0,10.0,4,29.0,223.15,10,33,0,0,0,0,2019-01-25,0,13,1,4,2019
259,2,9.0,1,34.24,233.15,40,33,1,1,1,0,2019-01-25,0,16,1,4,2019
260,0,2.0,4,4.75,1586.27,32,33,0,0,0,0,2019-01-25,0,14,1,4,2019
261,0,28.0,4,8.54,1109.54,36,33,0,0,0,0,2019-01-25,0,11,1,4,2019
262,2,17.0,1,23.98,183.64,51,33,1,1,1,0,2019-01-25,0,14,1,4,2019
263,0,39.0,4,50.34,389.28,7,33,0,0,0,0,2019-01-25,0,2,1,4,2019
264,0,31.0,4,1364.98,6710.04,10,33,0,0,0,0,2019-01-25,0,8,1,4,2019
265,0,28.0,4,9.06,75.7,8,33,0,0,0,0,2019-01-25,0,1,1,4,2019
266,0,37.0,4,39.45,2022.41,7,33,0,0,0,0,2019-01-25,0,1,1,4,2019
267,0,2.0,4,2.0,60.74,50,33,0,0,0,0,2019-01-25,0,19,1,4,2019
268,0,17.0,4,16.95,603.33,42,33,0,0,0,0,2019-01-25,0,12,1,4,2019
269,0,27.0,5,3.12,202.16,52,7,0,0,0,0,2019-01-25,0,10,1,4,2019
270,0,10.0,4,64.95,835.44,10,33,0,0,0,0,2019-01-25,0,13,1,4,2019
271,2,17.0,1,7.09,42.49,50,33,1,1,1,0,2019-01-25,0,18,1,4,2019
272,2,17.0,1,26.49,61.44,51,33,1,1,1,0,2019-01-25,0,18,1,4,2019
273,2,14.0,4,7.02,3285.45,45,33,0,0,0,0,2019-01-25,0,20,1,4,2019
274,0,29.0,4,254.65,6836.07,8,33,0,0,0,0,2019-01-25,0,22,1,4,2019
275,0,10.0,4,72.69,56.75,51,33,0,0,0,0,2019-01-25,0,0,1,4,2019
276,2,26.0,1,2.16,820.66,51,33,1,1,0,0,2019-01-25,0,0,1,4,2019
277,2,22.0,1,116.99,17.35,15,33,1,1,1,0,2019-01-25,0,15,1,4,2019
278,2,27.0,1,50.69,133.22,50,33,1,1,1,0,2019-01-25,0,21,1,4,2019
279,2,17.0,1,66.79,30.13,10,33,1,1,1,0,2019-01-25,0,20,1,4,2019
280,2,23.0,1,71.63,974.78,51,33,1,1,1,0,2019-01-25,0,16,1,4,2019
281,2,18.0,1,67.48,301.79,36,33,1,1,0,0,2019-01-25,0,18,1,4,2019
282,0,23.0,4,76.85,1551.07,53,33,0,0,0,0,2019-01-25,0,19,1,4,2019
283,2,13.0,3,33.2,199.95,40,33,1,1,1,0,2019-01-25,0,17,1,4,2019
284,0,9.0,4,49.99,1033.28,10,33,0,0,0,0,2019-01-25,0,14,1,4,2019
