,user_transaction_time,channel,transaction_risk_score,processing_type,cc_amount,ledger_balance,cc_acceptor_state,acceptor_state,cc_acceptor_country,cardholder_presence,card_presence,partial_approval_capable,pin_present,date,is_fraud
2655295,2019-05-28 15:56:05+00:00,ECOMMERCE,2.0,MANUAL,13.28,5577.84,NY,36,US,0.0,0.0,0.0,False,2019-05-28,0
2936666,2019-05-28 18:39:38+00:00,OTHER,18.0,CHIP,3.97,67.39,TX,48.0,US,1.0,1.0,0.0,False,2019-05-28,0
385,2019-05-28 18:36:12+00:00,OTHER,32.0,MANUAL,201.6,248.3,FL,12.0,US,0.0,1.0,1.0,False,2019-05-28,1
71012,2019-05-28 21:29:16+00:00,ECOMMERCE,1.0,MANUAL,113.06,128.65,MI,26.0,US,0.0,0.0,0.0,False,2019-05-28,0
71021,2019-05-28 20:20:26+00:00,OTHER,15.0,CHIP,19.36,58.11,MO,29.0,US,1.0,1.0,1.0,False,2019-05-28,0
488603,2019-05-28 17:06:46+00:00,ECOMMERCE,15.0,MANUAL,35.82,533.8,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
1115520,2019-05-28 04:34:51+00:00,ECOMMERCE,2.0,MANUAL,39.62,1555.33,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
488920,2019-05-28 08:07:59+00:00,ECOMMERCE,21.0,MANUAL,33.56,1399.43,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
2727097,2019-05-28 23:53:51+00:00,ECOMMERCE,3.0,MANUAL,30.0,0.0,OH,39.0,US,0.0,0.0,0.0,False,2019-05-28,0
1115472,2019-05-28 10:27:52+00:00,ECOMMERCE,5.0,MANUAL,6.05,398.52,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
3110208,2019-05-28 19:38:14+00:00,ECOMMERCE,2.0,MANUAL,22.32,292.43,WA,53,US,0.0,0.0,0.0,False,2019-05-28,0
1115299,2019-05-28 18:34:31+00:00,OTHER,22.0,CHIP,527.84,0.0,CA,6,US,1.0,1.0,1.0,False,2019-05-28,0
1115409,2019-05-28 12:45:57+00:00,ECOMMERCE,1.0,MANUAL,12.7,1439.5,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
488993,2019-05-28 07:02:09+00:00,ECOMMERCE,19.0,MANUAL,21.83,12189.7,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
1115571,2019-05-28 01:02:29+00:00,ECOMMERCE,3.0,MANUAL,98.14,100.0,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
2936702,2019-05-28 01:19:03+00:00,OTHER,23.0,MAGSTRIPE,13.24,0.0,TX,48.0,US,1.0,1.0,0.0,False,2019-05-28,0
1115351,2019-05-28 16:44:40+00:00,ECOMMERCE,9.0,MANUAL,29.77,50.05,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
71150,2019-05-28 00:15:48+00:00,OTHER,9.0,CHIP,33.24,117.01,MO,29.0,US,1.0,1.0,0.0,False,2019-05-28,0
71071,2019-05-28 16:49:37+00:00,OTHER,5.0,CHIP,54.91,194.33,OR,41.0,US,1.0,1.0,1.0,False,2019-05-28,0
488829,2019-05-28 09:43:57+00:00,ECOMMERCE,27.0,MANUAL,79.99,14382.11,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
1115328,2019-05-28 17:57:12+00:00,ECOMMERCE,20.0,MANUAL,20.46,1675.31,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
71129,2019-05-28 09:55:47+00:00,OTHER,17.0,MANUAL,255.52,0.0,MI,26.0,US,0.0,0.0,0.0,False,2019-05-28,0
488593,2019-05-28 17:24:03+00:00,ECOMMERCE,36.0,MANUAL,55.3,2505.2,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
1115181,2019-05-28 23:33:08+00:00,OTHER,8.0,CHIP,6.86,270.92,CA,6,US,1.0,1.0,1.0,False,2019-05-28,0
489067,2019-05-28 04:03:43+00:00,ECOMMERCE,11.0,MANUAL,14.19,276.5,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
1115446,2019-05-28 11:05:32+00:00,ECOMMERCE,1.0,MANUAL,4.78,1178.39,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
1115523,2019-05-28 04:32:35+00:00,ECOMMERCE,1.0,MANUAL,109.99,1437.64,CA,6,US,0.0,0.0,0.0,False,2019-05-28,0
2936671,2019-05-28 17:20:46+00:00,OTHER,8.0,CHIP,13.07,631.34,TX,48.0,US,1.0,1.0,1.0,False,2019-05-28,0
488577,2019-05-28 18:17:17+00:00,ECOMMERCE,6.0,MANUAL,43.79,687.83,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
488531,2019-05-28 22:36:06+00:00,ECOMMERCE,10.0,MANUAL,38.22,349.34,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
1587690,2019-05-28 21:05:56+00:00,OTHER,26.0,CHIP,88.44,157.61,FL,12,US,1.0,1.0,1.0,False,2019-05-28,0
2999204,2019-05-28 03:10:17+00:00,ECOMMERCE,16.0,MANUAL,18.04,2700.0,UT,49.0,US,0.0,0.0,0.0,False,2019-05-28,0
488526,2019-05-28 22:53:53+00:00,ECOMMERCE,14.0,MANUAL,41.09,6200.45,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
1972348,2019-05-28 22:42:18+00:00,ECOMMERCE,11.0,MANUAL,3.51,2335.79,GA,13.0,US,0.0,0.0,1.0,False,2019-05-28,0
1972370,2019-05-28 03:12:14+00:00,ECOMMERCE,21.0,MANUAL,191.8,2976.65,GA,13.0,US,0.0,0.0,0.0,False,2019-05-28,0
71047,2019-05-28 18:26:48+00:00,OTHER,7.0,CHIP,78.95,359.14,OR,41.0,US,1.0,1.0,1.0,False,2019-05-28,0
1587713,2019-05-28 18:13:14+00:00,ECOMMERCE,5.0,MANUAL,1966.9,987.15,FL,12,US,0.0,0.0,0.0,False,2019-05-28,0
3110229,2019-05-28 17:39:38+00:00,ECOMMERCE,24.0,MANUAL,28.77,70.4,WA,53,US,0.0,0.0,0.0,False,2019-05-28,0
1587706,2019-05-28 18:42:05+00:00,OTHER,30.0,CHIP,21.49,450.03,FL,12,US,1.0,1.0,1.0,False,2019-05-28,0
489016,2019-05-28 06:33:22+00:00,ECOMMERCE,20.0,MANUAL,17.32,202.13,AR,5,US,0.0,0.0,0.0,False,2019-05-28,0
1111659,2019-06-06 04:56:28+00:00,ECOMMERCE,22.0,MANUAL,45.98,1222.41,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
1111510,2019-06-06 09:59:05+00:00,ECOMMERCE,2.0,MANUAL,18.0,5206.08,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
1111312,2019-06-06 14:31:42+00:00,ECOMMERCE,4.0,MANUAL,500.0,500.0,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
69922,2019-06-06 15:03:20+00:00,OTHER,29.0,CHIP,20.0,91.93,AL,1.0,US,1.0,1.0,0.0,False,2019-06-06,0
483393,2019-06-06 19:05:53+00:00,ECOMMERCE,28.0,MANUAL,140.23,3958.15,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
483516,2019-06-06 15:08:45+00:00,ECOMMERCE,1.0,MANUAL,19.28,3188.17,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
1111301,2019-06-06 15:11:04+00:00,ECOMMERCE,1.0,MANUAL,1.16,1303.05,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
1111272,2019-06-06 16:26:35+00:00,ECOMMERCE,16.0,MANUAL,1.26,439.24,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
2726911,2019-06-06 11:50:03+00:00,OTHER,29.0,CHIP,368.58,790.61,OH,39.0,US,1.0,1.0,1.0,False,2019-06-06,0
483496,2019-06-06 15:31:46+00:00,ECOMMERCE,5.0,MANUAL,20.93,4347.9,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
1111166,2019-06-06 20:09:00+00:00,ECOMMERCE,25.0,MANUAL,87.99,819.59,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
1111476,2019-06-06 10:51:06+00:00,ECOMMERCE,1.0,MANUAL,10.79,3004.8,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
483825,2019-06-06 02:38:58+00:00,ECOMMERCE,14.0,MANUAL,42.15,5730.14,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
483508,2019-06-06 15:21:44+00:00,ECOMMERCE,11.0,MANUAL,11.15,8155.68,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
2445162,2019-06-06 19:27:06+00:00,OTHER,17.0,CHIP,56.31,50.19,NC,37.0,US,1.0,1.0,0.0,False,2019-06-06,0
1111178,2019-06-06 19:53:06+00:00,ECOMMERCE,1.0,MANUAL,0.99,6967.49,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
483362,2019-06-06 23:03:33+00:00,ECOMMERCE,10.0,MANUAL,13.97,4513.19,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
483828,2019-06-06 02:11:37+00:00,ECOMMERCE,5.0,MANUAL,31.66,7201.02,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
1111306,2019-06-06 14:51:55+00:00,ECOMMERCE,2.0,MANUAL,32.3,1304.21,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
1111475,2019-06-06 10:51:08+00:00,ECOMMERCE,1.0,MANUAL,1.08,3003.72,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
483635,2019-06-06 11:58:49+00:00,ECOMMERCE,5.0,MANUAL,59.9,2154.12,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
483687,2019-06-06 10:35:11+00:00,ECOMMERCE,18.0,MANUAL,35.87,8166.83,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
1111528,2019-06-06 09:27:41+00:00,ECOMMERCE,4.0,MANUAL,29.99,6227.25,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
2810296,2019-06-06 23:59:56+00:00,ECOMMERCE,18.0,MANUAL,6.79,5937.93,PA,42.0,US,0.0,0.0,0.0,False,2019-06-06,0
2893657,2019-06-06 18:08:09+00:00,OTHER,5.0,MANUAL,14.0,771.0,TN,47.0,US,0.0,0.0,1.0,False,2019-06-06,0
2998801,2019-06-06 07:02:15+00:00,ECOMMERCE,8.0,MANUAL,6.0,12.63,UT,6.0,US,0.0,0.0,0.0,False,2019-06-06,0
1111641,2019-06-06 05:43:37+00:00,ECOMMERCE,1.0,MANUAL,21.43,1911.48,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
69826,2019-06-06 20:36:07+00:00,OTHER,5.0,UNKNOWN,4.55,182.54,RI,44.0,US,0.0,0.0,0.0,False,2019-06-06,0
483381,2019-06-06 20:18:24+00:00,ECOMMERCE,23.0,MANUAL,52.73,1471.96,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
483595,2019-06-06 12:44:40+00:00,ECOMMERCE,16.0,MANUAL,10.97,2574.63,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
2445175,2019-06-06 04:39:44+00:00,OTHER,29.0,CHIP,11.81,0.0,NC,37.0,US,1.0,1.0,1.0,False,2019-06-06,0
1111501,2019-06-06 10:14:18+00:00,ECOMMERCE,1.0,MANUAL,1.57,4160.85,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
1111361,2019-06-06 12:42:04+00:00,OTHER,55.0,MANUAL,93.95,353.43,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
1111265,2019-06-06 16:38:22+00:00,ECOMMERCE,13.0,MANUAL,21.06,2252.79,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
69894,2019-06-06 18:10:26+00:00,OTHER,15.0,CHIP,27.0,0.0,CO,8.0,US,1.0,1.0,0.0,False,2019-06-06,0
3109339,2019-06-06 22:26:11+00:00,ECOMMERCE,7.0,MANUAL,38.99,531.17,WA,53,US,0.0,0.0,0.0,False,2019-06-06,0
483478,2019-06-06 16:00:15+00:00,ECOMMERCE,26.0,MANUAL,17.98,1452.57,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
69840,2019-06-06 20:13:51+00:00,OTHER,9.0,UNKNOWN,3.57,131.51,RI,44.0,US,0.0,0.0,0.0,False,2019-06-06,0
483431,2019-06-06 17:15:28+00:00,ECOMMERCE,30.0,MANUAL,35.76,818.83,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
1111094,2019-06-06 21:52:52+00:00,ECOMMERCE,3.0,MANUAL,50.0,920.24,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
483862,2019-06-06 00:28:09+00:00,ECOMMERCE,32.0,MANUAL,35.41,5139.62,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
1111088,2019-06-06 22:00:21+00:00,ECOMMERCE,1.0,MANUAL,19.9,1045.24,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
1111693,2019-06-06 04:17:45+00:00,ECOMMERCE,19.0,MANUAL,52.95,1531.03,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
483553,2019-06-06 13:55:15+00:00,ECOMMERCE,17.0,MANUAL,9.34,2040.67,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
384,2019-06-06 13:34:37+00:00,ECOMMERCE,93.0,MANUAL,83.99,1871.63,,,IT,0.0,0.0,0.0,False,2019-06-06,1
2810329,2019-06-06 01:07:45+00:00,ECOMMERCE,3.0,MANUAL,47.12,4335.66,PA,42.0,US,0.0,0.0,0.0,False,2019-06-06,0
483865,2019-06-06 00:20:33+00:00,ECOMMERCE,35.0,MANUAL,64.88,4543.4,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
69863,2019-06-06 19:47:04+00:00,OTHER,10.0,UNKNOWN,3.49,300.41,RI,44.0,US,0.0,0.0,0.0,False,2019-06-06,0
1111095,2019-06-06 21:51:09+00:00,ECOMMERCE,1.0,MANUAL,10.28,909.96,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
1111283,2019-06-06 16:09:57+00:00,ECOMMERCE,18.0,MANUAL,6.52,273.59,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
69919,2019-06-06 15:18:10+00:00,ECOMMERCE,7.0,MANUAL,215.96,184.02,MI,26.0,US,0.0,0.0,0.0,False,2019-06-06,0
1971989,2019-06-06 20:21:55+00:00,OTHER,17.0,CHIP,10.0,14.9,GA,13.0,US,1.0,1.0,1.0,False,2019-06-06,0
1111410,2019-06-06 11:49:22+00:00,ECOMMERCE,2.0,MANUAL,3.44,3983.73,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
483376,2019-06-06 21:01:41+00:00,ECOMMERCE,1.0,MANUAL,15.61,369.39,AR,5,US,0.0,0.0,0.0,False,2019-06-06,0
3109340,2019-06-06 22:23:20+00:00,OTHER,8.0,CHIP,45.39,9.23,WA,53,US,1.0,1.0,1.0,False,2019-06-06,0
1111750,2019-06-06 01:46:00+00:00,ECOMMERCE,1.0,MANUAL,10.75,1231.41,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
1111736,2019-06-06 02:47:15+00:00,ECOMMERCE,1.0,MANUAL,1.92,1364.37,CA,06,US,0.0,0.0,0.0,False,2019-06-06,0
